"Species"	"m_crown_hue"	"m_crown_bri"	"m_crown_sat"	"m_crown_iris"	"m_gorget_hue"	"m_gorget_bri"	"m_gorget_sat"	"m_gorget_iris"	"m_belly_hue"	"m_belly_bri"	"m_belly_sat"	"m_belly_iris"	"m_mantle_hue"	"m_mantle_bri"	"m_mantle_sat"	"m_mantle_iris"	"m_rump_hue"	"m_rump_bri"	"m_rump_sat"	"m_rump_iris"	"m_span"	"f_crown_hue"	"f_crown_bri"	"f_crown_sat"	"f_crown_iris"	"f_gorget_hue"	"f_gorget_bri"	"f_gorget_sat"	"f_gorget_iris"	"f_belly_hue"	"f_belly_bri"	"f_belly_sat"	"f_belly_iris"	"f_mantle_hue"	"f_mantle_bri"	"f_mantle_sat"	"f_mantle_iris"	"f_rump_hue"	"f_rump_bri"	"f_rump_sat"	"f_rump_iris"	"f_span"
"11"	"Glaucis_aeneus"	0.122352810962261	0.0240971286721625	0.0978432888975078	0.00808321500030458	0.0114521008069685	0.0492169428548737	0.119190065339036	0.00692194893978722	0.00396909619571992	0.0479643298095022	0.139884823438977	0.042890719557899	0.149330733739601	0.147798937870134	0.0747482772030002	0.115018180780085	0.120673655928873	0.0988948356147855	0.179746040826066	0.109717392402418	0.0241349231083227	0.127944512471988	0.0585626045700482	0.196816825779924	0.0125049351197614	2.28024360597708e-10	0.0505312309576978	0.096887697923506	0.0260742866098236	1.89247963258777	0.178810016380223	0.155642304025428	0.0956277050773852	0.692394453487855	0.250777243082188	0.158538944034871	0.274361416843947	0.217677869432595	0.100130108871456	0.157077737211173	0.0484554858773545	0.103783954060275
"12"	"Phaethornis_syrmatophorus"	0.133643216356056	0.0237259578595159	0.102714084981211	0.0120410388000222	0.00378131084570919	0.0546766697642975	0.125848285601735	0.0184493712607616	0.00351479548211134	0.0889773797317111	0.140090828471997	0.114214411790516	0.223350901462376	0.155882153822645	0.0579042025942096	0.10834905945719	0.324245885274258	0.113804478696594	0.173210069890042	0.0438764271777268	0.029106670071372	0.152890533166566	0.0633313887315185	0.179996352439905	0.0101109854170978	2.28024360597708e-10	0.0530741503784866	0.101021340665419	0.028601262429669	0.0372891044505382	0.0813340509806477	0.151614886794548	0.0944648281242364	0.647495717684345	0.244591278291059	0.150886920326213	0.233296290075355	0.254454616305044	0.103014878449722	0.153838612081217	0.0498497803341252	0.073651388014416
"13"	"Phaethornis_longirostris"	0.124588670655147	0.0207289182468267	0.0960141646424464	0.00699584931959106	0.000362118926290829	0.0503285184082498	0.10877456451813	0.00789472903071824	0.000636876478632106	0.0519005908046687	0.14114666737012	0.0381971545982087	0.158120408052341	0.159160856658312	0.0496299610182355	0.0943293061083386	0.459560831208663	0.156407139270779	0.169121869419461	0.0434514530779628	0.0207088720955121	0.179836763833805	0.0752639160291068	0.177555332987196	0.00522465503865966	2.05954125515742	0.213286608846528	0.0933874206845738	0.0378995145090507	0.0281878271403074	0.0708372073811853	0.145828207186633	0.0822456718441856	0.897212479225058	0.238611772185905	0.157899399139139	0.216895037582397	0.25114864916573	0.12915187427617	0.148014213373187	0.044733154037953	0.0650892311639799
"14"	"Phaethornis_mexicanus"	0.122997363477213	0.0283861704231356	0.0912873371064078	0.00649039431678097	0.00065294268632346	0.048978700337206	0.112000634542202	0.00674942188448968	0.000911240491387806	0.0585857347366222	0.140404660439772	0.0396400683604449	0.146681917749556	0.153935374279099	0.0503484423103508	0.09541322731954	0.37252231928795	0.122638448007405	0.173172288779016	0.0436535188873773	0.0184590817734199	0.142080412516818	0.0783901096300073	0.175523043721924	0.00664878431213983	2.28024360597708e-10	0.426081733674546	0.0904672506746787	0.035376997692353	0.0282442785637233	0.0691403805843301	0.144326508052662	0.0828226541917388	0.938764437529475	0.237878320374747	0.198336184810639	0.220899628017565	0.245297453074001	0.11272095648493	0.146046571473598	0.0451466873359676	0.0633471758014412
"15"	"Phaethornis_yaruqui"	0.124617201193964	0.0286634492055563	0.0931175560430032	0.00702308025505151	0.762489874925388	0.0484867476994218	0.111290163077412	0.0062328948254814	1.50739166974845	0.0491329159565224	0.141639309029133	0.0419375686388653	0.175590914987265	0.1748967510125	0.0516012818349051	0.131771016664909	0.368884560856829	0.106150391495743	0.172960534404879	0.0534274206752594	0.0218249766580828	0.128444577615743	0.0474798790439728	0.179425855455642	0.00721629858496596	0.521767720149437	0.0634225528513988	0.0927269790189252	0.0280778544733007	1.63082746456366	0.071468466817528	0.146370324334334	0.0847450159547713	0.690213741390789	0.248482554862051	0.138285547057734	0.22828157397686	0.2568389681397	0.11103788314524	0.149693671830478	0.0624909754124301	0.0671571593181556
"16"	"Phaethornis_guy"	0.139047741709273	0.0315379066821914	0.0892207060643525	0.00672892085600266	0.718159369817194	0.0497568547918018	0.115521544034706	0.00602023799318021	0.00286682197696407	0.0463605642930892	0.139554797414928	0.0419442713724716	0.172955491106856	0.381587244939506	0.0521539804875712	0.569841559227604	0.383562446885499	0.12468992901893	0.172991567044124	0.172263840082589	0.0426948249632213	0.124274329511913	0.0509748928955785	0.183805791221777	0.00927651346410455	0.506917836267278	0.240392243936972	0.0932551961494815	0.0293105478628981	0.160224265995763	0.0752751216070566	0.146614509963625	0.0815081419938901	0.684878850077712	0.288057175776929	0.136582930505875	0.297933386937456	0.262563032623117	0.259202171525313	0.154529460498703	0.41956327996855	0.0660964534986031
"17"	"Phaethornis_malaris"	0.129432329609132	0.0282717400127201	0.0935387599311604	0.0144269745752093	0.000314324854360145	0.0498425051589919	0.112431406793118	0.00591869124443609	0.00247832063182464	0.0503275008682477	0.145899883386854	0.0420804114857498	0.14522548643302	0.146315799104295	0.045587477845988	0.0975185781623004	0.441272500448435	0.119579516636016	0.190961686806095	0.0424576092417457	0.0286458589152957	0.173465869645188	0.0508050169369921	0.182215451907079	0.00802016342062396	2.28024360597708e-10	0.0570136255508859	0.093291314447577	0.0202914014338235	0.144860426344389	0.0927074372159999	0.140873807377229	0.0883939427441775	0.787457224878263	0.233549863581309	0.141395027007961	0.220823205758164	0.248733823861262	0.100641426297569	0.146020695226135	0.0440614611623546	0.061707577636417
"18"	"Phaethornis_superciliosus"	0.12053239944173	0.0216576370832554	0.0901650099144006	0.00675003748426412	0.00120584321348214	0.0486424874830685	0.117801844489849	0.00544407753823247	0.000851134714936	0.0517835511378244	0.141112956097739	0.0560031402045109	0.15816831142752	0.146395934905578	0.0538750682308218	0.0984301604883309	0.471872470448443	0.107165781968949	0.172520481588752	0.0401455907026519	0.034366978698135	0.159808290077996	0.0459116108675207	0.172826347345619	0.00777727752611408	0.774232168358402	0.0532762670925567	0.094115953001381	0.0199769670811028	1.17985155882106	0.0938290936561796	0.146763736041448	0.0853062136354514	0.712405140707395	0.232264678318343	0.140386568411333	0.226528145826729	0.251601558093816	0.106273905876053	0.157857696399565	0.0463610777787789	0.0669485674149854
"19"	"Phaethornis_augusti"	0.120293364920562	0.251423436865981	0.0931753660867247	0.0405674986150262	0.991327933136258	0.0692980084755521	0.112745854395542	0.00690183882057962	1.46324123861962	0.0811333465083902	0.137574809601331	0.0414885572187523	0.206654104187409	0.146708003365186	0.0490102305714552	0.104645091369467	0.28269552778053	0.111380158489494	0.188458271547723	0.804959699144485	0.0513062247646132	0.139053762422802	0.454783711764392	0.199896894895235	0.735699887352896	0.863668783877861	0.854474503028499	0.101827876225137	0.0347573242174877	0.69915637520975	1.52488904499828	0.152847815160649	0.204864431379094	0.61052407648151	0.527547238159769	0.153771270793912	0.239924187366725	0.269875897663977	0.0922866964130995	0.148232762606628	0.0427730954051355	0.0690805292535095
"20"	"Phaethornis_pretrei"	0.120801993212499	0.091822944843492	0.0918049738385554	0.0123312976695452	0.0244031875780448	0.0568016636018917	0.112752156006081	0.00521570250669641	0.339579568055855	0.0738647777951918	0.141485757901236	0.0383513661398056	0.17349545752664	0.144190013986426	0.0471298186346857	0.119497509449695	0.276505480768579	0.108579333481024	0.182397606550028	1.30061995453112	0.0329546677030266	0.137327470024161	0.249985628316421	0.191671733707728	0.177880130472226	2.28024360597708e-10	0.519431385427857	0.107111548352344	0.0433653513417699	0.241435537146488	0.999653590347878	0.15244783166448	0.199373185032202	0.609620223273003	0.483598912417894	0.15075185623356	0.246905419875007	0.26553955185059	0.0921756818946063	0.154136124770007	0.0400213661156139	0.0683149330830354
"21"	"Phaethornis_eurynome"	0.129712440621294	0.0399673701101883	0.0946481921418436	0.0136344345051356	0.00348390314923841	0.0565505956493453	0.119886858246188	0.00719499157514107	0.00536737074175367	0.0574132160231825	0.142953450592996	0.0477911143607718	0.170675323357895	0.164570090663033	0.0573255623138271	0.109586890386792	0.298895857823169	0.112617761399398	0.177354657255866	0.133681910665936	0.0260176549089202	0.282118296531031	0.0879489479383936	0.18827547568484	0.0199317268884912	2.28024360597708e-10	0.157301779406654	0.0995039244430452	0.0272848814963767	1.53792506227759	0.268018231844167	0.156513306563689	0.121965597932009	0.61393082845335	0.267723735918222	0.140674018163101	0.236367117899561	0.259242384928638	0.104355823329981	0.160645119475573	0.0504235626861021	0.0664712424573486
"22"	"Phaethornis_hispidus"	2.90666801160621	0.148998627487507	0.843507881297716	0.00593183774897519	0.00128282739455374	0.0642408828280627	0.108270399437953	0.0111790233141704	0.66887669405264	1.29978318635989	0.27800983818322	1.0649750694078	0.129457144830594	0.180754086540824	0.0445503967866885	0.170283207329594	0.579569417387593	1.23283941769181	0.167528115777451	0.0686379551227098	0.0180064281545335	3.00174177743616	1.51990417574792	0.707705670301356	0.321014662610534	2.70308792218474	0.813911041587019	0.126050957880872	0.252193364536115	3.85486973464604	1.94754746341133	0.150382192564415	1.09667279081213	1.03062009197913	0.228729275211898	0.161608710590608	0.246219641754286	1.83012819740717	0.713774914221445	0.687366363217208	0.627511734548508	0.0672015918391905
"23"	"Phaethornis_bourcieri"	2.92602708495617	0.167069858852717	0.831312297851124	0.00712236530338204	0.00065438075065424	0.0639060255505899	0.10839636177887	0.0133536091055763	1.01323636677985	1.30370499988582	0.2762652996309	1.03934370905457	0.130512428425833	0.18073695790119	0.0452826303827078	0.172679599248105	0.619432804591345	1.20813058197896	0.169165072830121	0.070602670290786	0.0174354037958143	2.92666879499285	1.4932582667023	0.708455814993701	0.452765045251859	2.70532434475031	0.773556733421549	0.125069759488981	0.239409064223185	2.97258228397619	1.93246679735693	0.150201700400282	1.11097348748821	1.03662331722114	0.228731827105196	0.164737738392263	0.247378430581783	1.82269880340847	0.71602718973386	0.674466409489833	0.59091605007761	0.0669531995743391
"24"	"Phaethornis_philippii"	0.683604059133514	0.0324714653287848	0.235499371284628	0.0127227863160824	0.00069850489044267	0.0509632197227971	0.113545320285585	0.00850793818418818	0.0198024731491666	0.319849666888759	0.175604690798373	0.186216565022843	0.175499640095322	0.160329754896641	0.0574881218398536	0.11937221394193	0.381330265112775	0.438643267844915	0.172768344363258	0.0495323672048361	0.0248626278065862	0.652525949941504	0.246420982915406	0.276259669500442	0.0404668365813047	2.28024360597708e-10	0.307637477803228	0.104472883741596	0.0543343048812104	0.208991151776934	0.461571721142191	0.155721167473397	0.317509500243381	0.727383242380557	0.234805274554994	0.150029303555841	0.234841546025013	0.703090126114654	0.223487616654207	0.289830608377488	0.140127631920102	0.0687715084376147
"25"	"Phaethornis_anthophilus"	0.215437502369373	0.0317415329422953	0.0985067901990626	0.0130837126026463	0.000976471107421588	0.0496852117233769	0.117911826155245	0.00656139297198911	0.0245378944046759	0.048395885813575	0.154673602611586	0.039878590861737	0.179445168160649	0.177238734793349	0.0589922100285922	0.119677779546593	0.312749943185364	0.129916796451407	0.17784232460571	0.0632506579377218	0.0307882761315873	0.137582818786245	0.0561607865444699	0.17687499086955	0.00962000591729947	2.28024360597708e-10	0.0514680709715425	0.100880605557026	0.0247940577793456	0.117973811272778	0.077417148270732	0.158187858291619	0.0831652440666383	0.627972992782508	0.239207979169849	0.186991037956096	0.225068184775808	0.256709234966512	0.115037304896469	0.155475475688366	0.0704135355412803	0.0707129580663004
"26"	"Phaethornis_nattereri"	0.227422387852954	0.0145654627240754	0.0865943690230396	0.00470552207985127	0.000253971012441666	0.0473417940505985	0.135821284861377	0.00497006007970038	0.000647092794713099	0.0422389105647789	0.165985948847943	0.0331412335857252	0.16955381973305	0.142676480686644	0.0448704724611654	0.0891577239992477	0.295345485348873	0.165394991759118	0.187199941916868	0.0401077048927499	0.0422771511358502	0.108963893724524	0.0462048660074072	0.173499881254353	0.00403958694579077	2.28024360597708e-10	0.0444576323949869	0.131909001246018	0.0148343794749168	0.39519944863827	0.0663543072411296	0.163289996621333	0.0783760806555778	0.612022481600697	0.319615099980688	1.69587277368222	0.221648566498638	0.264596417146288	0.0883931891878215	0.14332732110246	0.0404544947951694	0.11273614382016
"27"	"Phaethornis_longuemareus"	0.227769922982183	0.0145069477114044	0.088719156266777	0.0085793787392464	0.000299377491703482	0.0484881469289881	0.119064615059716	0.00503762350381008	0.000641235680833136	0.0403444769244235	0.164676185508759	0.0326133726643306	0.150739796313517	0.14371136624099	0.0464052381066451	0.0885422453548306	0.295003015269234	0.172337950535362	0.176603299250153	0.0342214544606575	0.0368678014371501	0.107960665202521	0.040433741275595	0.17453453117957	0.00775632035690864	2.28024360597708e-10	0.0517466459004494	0.123955452780666	0.0157944101189962	0.367541089404722	0.0794020200703376	0.1659872288609	0.0759915201732103	0.617790265779486	0.317274924349903	1.52692035238861	0.215066912340362	0.251765888657605	0.0955112283701732	0.145357876587014	0.0402172890463272	0.0903698509670306
"28"	"Phaethornis_rupurumii"	0.227669925743445	0.0172319676471853	0.0869135122179369	0.00567198779218616	0.471152034510063	0.0472583574145981	0.129035173275968	0.00527784580404784	0.000943073428560097	0.0457429790880394	0.194441472293841	0.0326999661962131	0.144536008836524	0.143701607981141	0.0457038722387653	0.0884604781840819	0.288263287964381	0.147543735897174	0.179133632478245	0.0348194176881121	0.0369163069771931	0.105594786021864	0.0503632448384616	0.174263421842512	0.00578752935223773	2.28024360597708e-10	0.0711585151582897	0.154253078745616	0.0152998880424937	0.369336138461331	0.0681426963134311	0.17115818998711	0.0778567090658222	0.616060169348407	0.383419576264907	1.52183185514681	0.215033914761013	0.250033899822198	0.0859801834297022	0.14542938770127	0.0425144588243049	0.0809905327506579
"29"	"Phaethornis_atrimentalis"	1.23186012237919	0.0206541142442342	0.0883866759812766	0.00612718062876059	0.000828172923186097	0.0486654587511189	0.119312235947999	0.00636067836424232	0.00260845524838533	0.0483280875715685	0.152857671499633	0.0402043220201596	0.172455474413517	0.142989343408162	0.0675261051854127	0.092446265241742	0.388016175469938	0.123420075066278	0.166986013190808	0.0602408611257056	1.21621324934244	0.116698958182866	0.0424209443051477	0.188305722516795	0.00920836160821736	2.28024360597708e-10	0.0439688952627224	0.101161159080701	0.0183658851723744	0.025548885248297	0.0803213256826641	0.162211003092737	0.0798234245595787	0.606046391581924	0.240924956987098	0.280089079577189	0.220835415758749	0.244483169744157	0.0877685319671889	0.142023886594687	0.0433441191098038	0.0587435887642898
"30"	"Phaethornis_ruber"	1.21890138991324	0.0186149052181003	0.103863358943406	0.00727875891827901	0.000203865812344517	0.0461076502341034	0.12046476978339	0.00589947004070365	0.00044910300534385	0.0451191065580247	0.153399549376957	0.0358295382699043	0.153325564961053	0.151414284421724	0.0495993892129712	0.0893897063287875	0.365319662622377	0.123175731938224	0.169152410362763	0.048821227908818	0.26796369640219	0.148513200299543	0.0400038113384406	0.219608195255686	0.00553461750504678	2.28024360597708e-10	0.0416683150038418	0.106819708316027	0.0168787492587891	0.0263381482221603	0.0924114190969049	0.181469180094765	0.0854399729850225	0.608634877478304	0.247220170319754	0.283413835392121	0.248077912334251	0.255212637430024	0.0851619765930163	0.148392936529754	0.0371621300075933	0.0599096041718985
"31"	"Phaethornis_griseogularis"	1.22470736326979	0.0446004104991107	0.0879651775029524	0.554151280054152	0.000637961729178659	0.0483028244447846	0.130865204544642	0.269500795791084	0.0466325656862266	0.0420004091036234	0.176817818470776	0.0466636221339781	0.18563382680662	0.238420555035234	0.0594781566986606	0.0925779733401475	0.294477569618662	0.213707587094997	0.168989221085446	0.0405252279288641	0.128574905864437	0.112719309188992	0.0405572509842863	0.177629142002096	0.00583025488218507	2.28024360597708e-10	0.0458428112839004	0.0981511628971618	0.0171185310812312	0.0287123882370041	0.0684784964040364	0.158236753760251	0.0771805061327166	0.614215143572214	0.236692786886734	0.280542668646705	0.213615186173971	0.243739383544095	0.106525543513056	0.142396165371352	0.0431632477826088	0.0598975553739009
"32"	"Phaethornis_striigularis"	1.24717091867765	0.0179507254265854	0.0878371167809746	0.0231681082107702	6.67142843638068e-05	0.0468232045107018	0.134812022259981	0.0163842021709081	0.00208072379605593	0.041693092394493	0.19543037671937	0.0398769587696385	0.159297602620359	0.213507986945222	0.0496482362231466	0.102354040011146	0.310860079394638	0.157987560524207	0.170620506060719	0.0394184404637454	0.14895548382821	0.11465352473264	0.0413798449486215	0.175417205617492	0.00904444528207222	2.28024360597708e-10	0.0438237279017991	0.0989844881611423	0.0168981603637979	0.0277705719074656	0.0669138795402427	0.160016711881017	0.0773345074941654	0.612872592742698	0.235778826927866	0.294796338159404	0.214364770959209	0.246016583230391	0.0891032465259716	0.142131151239739	0.0376262384520303	0.059313691413418
"33"	"Doryfera_johannae"	0.167886985586428	0.995972236903793	0.137467849779902	1.11505347547129	0.123462166163321	0.133707940129409	0.115036859201657	0.134675356541676	0.160634899576241	0.114637561518137	0.156272649556461	0.138114446442144	0.047481359149984	0.156858545055475	0.216602337599199	0.113771898573688	0.0873898958794861	0.11286235231106	0.189898366820227	0.0446858500320316	0.111725350253938	0.166973282243718	1.41077264790514	0.211537675627594	1.37771112850619	0.198354304455925	0.046334709581659	0.10348349971346	0.0359042713610239	0.201501374653225	0.0854170814457247	0.164008272097187	0.096786491406166	0.0516363027063324	0.229739899170254	0.154538330418619	0.242711182138901	0.0723734140066489	0.106291612735098	0.163992460501403	0.0636443314596908	0.0980343850995009
"34"	"Doryfera_ludoviciae"	0.14894019848503	0.969010268687054	0.136882881704366	1.06994967159156	0.122430796369335	0.135696729479247	0.119443688520701	0.135099457656139	0.155452501192184	0.07336046221502	0.14861084306904	0.10377173654637	0.0513733106669739	0.154703396632322	0.209920758314101	0.105320741134789	0.0842020532414548	0.107784112322914	0.18464037042067	0.0439008349040642	0.113789888294179	0.137065132204555	1.37019350554332	0.226803356177876	1.33298877562754	0.198755726047423	0.0521745504214198	0.108507275290205	0.0311985903323739	0.202800242139242	0.10064802902852	0.159303986223114	0.0901448800783005	0.0530185372824627	0.228066974627297	0.150638553037872	0.226954305180765	0.0729499332737729	0.1098354375158	0.161067738101313	0.0878588958652213	0.0971973886028856
"35"	"Colibri_serrirostris"	0.145038502818598	0.038132244684532	0.136640289059998	0.0132267280859007	0.118063423316155	0.135161513203592	0.126335648108501	0.128548448269743	0.148000553192553	0.0573341991913539	0.144587219238326	0.0536250696837063	0.112672933691372	0.157256981540973	0.214801923376341	0.167825356293556	0.0841610886527125	0.117229390853157	0.184425407278122	0.0689632531592773	0.111101710480258	0.139807410802604	0.0798606928263482	0.183814278250254	0.160952403248607	0.19227587814736	0.0371227368191533	0.106075835732365	0.028502280705185	0.20807152781038	0.106297146872485	0.166310868290623	0.159296573748901	0.0888633800923367	0.234141959147132	0.152866210618579	0.210600604426894	0.109238467995839	0.109379074794762	0.15380232244651	0.0501442345442301	0.235406830277315
