"Species"	"Bri_males_SS"	"Bri_females_SS"	"Bri_males_NS"	"Bri_females_NS"	"Chr_males_SS"	"Chr_females_SS"	"Chr_males_NS"	"Chr_females_NS"
"Lophornis_chalybeus"	"Lophornis_chalybeus"	-0.50122159140767	-1.27012908638013	-0.57547340944398	0.0654564653096897	0.244477420074159	-0.760151684916648	-1.29869558002214	-1.04056108358584
"Heliangelus_exortis"	"Heliangelus_exortis"	1.78463133276691	1.35138992035721	-0.748385992011568	-0.359385042887059	0.237861675597701	0.0611670684814502	-0.00267845967010326	-0.175079770230155
"Sappho_sparganurus"	"Sappho_sparganurus"	0.164533191979002	-0.9443797146951	0.655930654706017	1.06780220873528	0.424708967018686	0.634268418876474	0.622768867668012	0.518563743546156
"Oreotrochilus_chimborazo"	"Oreotrochilus_chimborazo"	1.62116941956026	-0.742630844512102	0.0446014838671755	-0.876803762319623	1.25899660923339	-0.88618398276935	-1.74380460677335	-1.93488788723452
"Eriocnemis_vestita"	"Eriocnemis_vestita"	0.396588699512614	2.79347277733116	1.39965622159475	1.69992787955293	1.23969295784802	1.8249278785044	1.57913507375681	1.63724511216091
"Opisthoprora_euryptera"	"Opisthoprora_euryptera"	-1.06723711862174	-0.737289914842578	-0.420302367348774	-0.670093239317181	-0.728494944888129	0.470559540414486	0.682610509920999	0.73944447508688
"Chalcostigma_stanleyi"	"Chalcostigma_stanleyi"	0.67464594237541	-1.30184536304009	-1.67770308402217	-1.66115840101889	-0.541566150227215	-0.114662203627595	-1.92822414727865	-1.82737933127615
"Coeligena_coeligena"	"Coeligena_coeligena"	-0.653875982513581	-0.100020002614195	-0.217347170498349	-0.550294492804153	-1.54317793510599	-1.0671067377826	-0.86521714040657	-0.625198065958619
"Colibri_delphinae"	"Colibri_delphinae"	-0.815071708063235	0.345608385704711	-0.164945625573783	0.0774469251022062	-0.916268831917629	-0.424078628013759	-1.46274459081104	-1.06767844642413
"Oxypogon_guerinii"	"Oxypogon_guerinii"	0.342474836133473	1.26870528472573	-1.01725336002101	-1.09990406187565	-0.481775078079612	-0.190140590907669	-0.636370130574688	-0.996470749487324
"Metallura_odomae"	"Metallura_odomae"	-0.826885428537829	-0.654978238051416	-1.2607899899606	-1.51700325537417	0.93394683843204	2.42938876086277	1.02077349028649	1.09921197666523
"Metallura_phoebe"	"Metallura_phoebe"	-0.809505279121519	-0.412464411386482	-1.93231830572362	-2.16107187467449	-1.47029098210648	-0.593304003312221	-1.3655080420884	-1.8548141118626
"Florisuga_mellivora"	"Florisuga_mellivora"	-1.02598699024858	-0.368487894170216	2.12092559568736	1.4345450704415	-0.873108296190383	-0.611978514277516	-0.830626626135944	-0.607265015029078
"Haplophaedia_lugens"	"Haplophaedia_lugens"	-1.2586690143796	-1.00546020394683	-0.861359310206379	-0.779899036231849	-1.31158555227838	-0.948602581353778	-1.02860908831872	-0.941022119669889
"Eriocnemis_nigrivestis"	"Eriocnemis_nigrivestis"	0.599043898819981	2.34901006179822	-1.58774636176675	0.420633116163298	0.903180102159945	1.5284136229641	-1.67958221449817	1.17234075227547
"Eriocnemis_derbyi"	"Eriocnemis_derbyi"	-1.03871123098703	-0.984787762436404	2.35186804931311	2.73402202657503	-0.45119626742282	0.908239258356201	0.990018340987904	1.90569823389179
"Eriocnemis_mosquera"	"Eriocnemis_mosquera"	-1.06647560676332	-0.999987754811956	-0.839169603724711	-0.805517639809138	0.453152908939054	1.4624429744539	0.987618788869314	1.70558949305999
"Aglaiocercus_kingii"	"Aglaiocercus_kingii"	0.496083121577347	0.299465471643645	0.478502772764096	-0.242095760943971	1.16385192190859	1.20357186165726	1.58208300441631	1.41918258460871
"Eriocnemis_alinae"	"Eriocnemis_alinae"	-0.050948781534712	0.345080584436787	1.95539452996859	2.38437934962335	0.961441066829573	1.78472263200976	1.98519934373243	2.47301882944941
"Amazilia_saucerottei"	"Amazilia_saucerottei"	-0.167513500962278	-0.460965264645616	0.241563765773131	-0.620432522032451	0.0332028855312462	1.31818666785971	-0.441680675132698	0.719308095761634
"Ensifera_ensifera"	"Ensifera_ensifera"	-1.092834024881	-0.587481556737227	-0.726804519689784	-0.263327715227516	-1.35204543535999	-0.389549287815543	-0.00665799413167108	1.45642961078014
"Pterophanes_cyanopterus"	"Pterophanes_cyanopterus"	-1.20419528517656	-0.453403109907296	-1.3338472650884	-0.923426505728218	-0.329169424635505	-1.07165900993487	0.991456716113509	1.06860969175453
"Boissonneaua_flavescens"	"Boissonneaua_flavescens"	-1.11349529650292	-0.594573051618277	-0.983215019230136	-0.794505549316426	0.0396421732261471	0.364938064871982	0.269381092917214	0.521938647631392
"Boissonneaua_jardini"	"Boissonneaua_jardini"	0.129998531613001	1.93911481064009	1.84970203463751	-0.164308519289667	1.0431720321741	0.900382291693431	1.5764030145076	1.44768128544184
"Urochroa_bougueri"	"Urochroa_bougueri"	-0.828171146528313	-0.329447206323922	-0.414293072151456	-0.982422172357188	0.237911459852068	1.53641290444622	-0.85652546651541	-1.24750899762981
"Urosticte_benjamini"	"Urosticte_benjamini"	-0.468683055608802	-0.558079160206626	-1.16597897845904	-1.02552422303136	1.11269433608249	0.785272212503975	0.877658385705849	1.12421088162196
"Urosticte_ruficrissa"	"Urosticte_ruficrissa"	-0.656687262740922	0.717765042893486	-1.35723722813814	-0.654711712494486	1.02579882689437	2.07020078930928	1.29283807372405	1.35636502847073
"Heliodoxa_xanthogonys"	"Heliodoxa_xanthogonys"	0.957736414368319	0.015809629185641	-0.876261121749496	-1.05482774488099	0.924992375799037	1.53526321552595	-0.848268504330649	0.956290777475335
"Phaethornis_syrmatophorus"	"Phaethornis_syrmatophorus"	-0.549397966882438	-1.10663932362928	0.143371874323674	-0.780339408291088	-1.57737358630679	-0.601392205541759	-0.801281444760203	-0.223011691094003
"Heliodoxa_gularis"	"Heliodoxa_gularis"	0.970856586884574	0.962647366186208	-0.903121379270366	-0.589708858130223	0.0136622780755813	1.56832787809714	0.0879147658409525	1.18370021601599
"Heliodoxa_schreibersii"	"Heliodoxa_schreibersii"	0.674451911207475	2.56467795332621	-1.2056322220742	-0.789496211626498	1.24299868308872	2.17100132253696	-0.483613182472185	0.235410643387792
"Heliodoxa_aurescens"	"Heliodoxa_aurescens"	0.0995023144545686	0.910414801895655	-0.516357814789391	-0.689008524795132	1.36692603943855	1.83346722718775	1.32778742071635	1.90810198399961
"Heliodoxa_jacula"	"Heliodoxa_jacula"	1.18745711552535	0.26738287065949	-0.355604243112797	-0.0620857380620704	1.49038737092231	1.38355439267901	1.1389505009436	1.3429336965228
"Heliodoxa_imperatrix"	"Heliodoxa_imperatrix"	1.26568356367468	-0.424514869499574	-0.423040023785657	0.236847705405194	0.388171167378438	1.08059951563561	1.38236189173654	1.89887800876893
"Clytolaema_rubricauda"	"Clytolaema_rubricauda"	2.4419821557153	-0.630836178686109	-1.29966133817397	-1.21181840475858	0.560022606855974	0.894724055390363	-0.229882575184083	0.271439099652196
"Chlorostilbon_canivetii"	"Chlorostilbon_canivetii"	0.865696782081483	0.201379974397823	1.07873587917089	0.236209093988772	1.31925964983057	0.0606358470118965	0.73096461422449	0.662972089550581
"Chlorostilbon_assimilis"	"Chlorostilbon_assimilis"	-1.31706792363636	-1.15496370444366	-1.01852168236236	-0.850858112268039	0.304510291292628	-0.399362939179695	1.01312031705039	-0.399325653072732
"Chlorostilbon_ricordii"	"Chlorostilbon_ricordii"	0.365699104475595	-0.0997453104796699	-0.477610261275762	-0.57871318336858	0.296871995579995	-0.340815543183747	0.770780117973954	0.703391951127821
"Chlorostilbon_lucidus"	"Chlorostilbon_lucidus"	0.353428871452567	-0.211318876286713	0.458975773698446	-0.480258594917715	1.00071363958144	0.19439264794595	1.51442977262016	-0.149227176930825
"Chlorostilbon_poortmani"	"Chlorostilbon_poortmani"	0.376035802658663	-0.700102606067308	1.69993135841774	-0.482268969724014	0.981690939866765	-0.418332054142126	1.6366536111779	0.100065248983221
"Chlorostilbon_notatus"	"Chlorostilbon_notatus"	-0.490312476642377	-0.520509768674124	0.642543678045212	0.211291871829408	0.550246528717048	1.41636773725187	1.11573216626182	-0.40889667669501
"Cynanthus_sordidus"	"Cynanthus_sordidus"	-0.888238743183858	-0.0896007773200853	-0.0152780485572682	0.150076129700457	-1.46054814804283	-1.37397615091953	-1.21141239858485	-1.93000912140876
"Cynanthus_doubledayi"	"Cynanthus_doubledayi"	0.625901018507866	-0.0385466200058537	-0.470493506738153	0.152499445964532	0.833544681753462	-1.16676157936524	-0.485529231592366	-1.42908511813896
"Cyanophaia_bicolor"	"Cyanophaia_bicolor"	-1.20081942742719	0.0496777391826444	-0.931301602350397	0.0586658665139936	-0.451474599469245	-0.683389257019646	-0.134446165038079	-0.830034649448977
"Abeillia_abeillei"	"Abeillia_abeillei"	0.221068371919356	-0.382522961401776	-0.174416850598533	-0.473703124239767	0.373762763238029	-0.440322725789708	0.0435918382765947	-0.429805066617797
"Stephanoxis_lalandi"	"Stephanoxis_lalandi"	0.500100188260521	-0.68140723032098	-1.15456757507914	-0.525286568770611	1.06297313791416	-0.176210343233276	0.768572863729399	-0.0250094356069233
"Haplophaedia_aureliae"	"Haplophaedia_aureliae"	-1.1361196131789	-0.557529061886574	0.381216600445304	-0.45669923203821	-0.433463363535501	1.2493459567321	-0.862609578291573	0.428004222859575
"Aphantochroa_cirrochloris"	"Aphantochroa_cirrochloris"	-0.986513635041916	-0.854505569364769	-1.03595273081298	-1.16737081988735	-1.03216256861028	-0.997346539287765	-0.825441080903413	-1.5909429871057
"Phaeochroa_cuvierii"	"Phaeochroa_cuvierii"	-1.02782213502743	-0.524217291091287	0.296712106172495	0.017928680911376	-0.159613625563518	0.129240762538076	0.0489638697726374	0.209050898580637
"Campylopterus_largipennis"	"Campylopterus_largipennis"	-0.672918584042881	-0.289574903831132	0.42501399644698	-0.130826863412284	-1.7454431207772	-1.37341647370902	-1.28068608779662	-1.34272190274693
"Campylopterus_rufus"	"Campylopterus_rufus"	-0.300012149086171	-0.209199651000322	0.648705104872953	-0.646976758520646	-0.515346099005854	0.278473229944327	0.0898583011547176	0.706577894883389
"Campylopterus_ensipennis"	"Campylopterus_ensipennis"	0.770361777197442	-1.32759506688179	1.49163170869661	-0.149202944402296	0.896317289224292	1.15921233164871	1.32316122945171	0.756845695088533
"Phaethornis_guy"	"Phaethornis_guy"	-0.592282186397472	-0.0312767319190577	0.803642261040967	0.803221867396238	-0.983924065931368	-0.183006098590296	-0.240479296771205	-0.594116272283703
"Eupetomena_macroura"	"Eupetomena_macroura"	-1.15807636282384	-0.537578463901148	-1.17960958803697	-1.01222135914051	0.77568932699704	2.17863746014694	-0.862020843265068	-0.48891880213631
"Eupherusa_cyanophrys"	"Eupherusa_cyanophrys"	0.724656533236382	0.308325383947833	-0.0117070708668732	0.219139579354201	1.97589216914627	-1.15825832232719	-0.0751998658185481	-0.947199769264555
"Eupherusa_poliocerca"	"Eupherusa_poliocerca"	-0.341444066028728	1.14122599422867	-0.0508107739996546	0.480907465543518	0.267606552681138	-0.962832266206831	0.36889692810985	-1.02659200278969
"Eupherusa_nigriventris"	"Eupherusa_nigriventris"	-1.47951065884564	-0.60396323879638	-1.26494313429798	-0.335595611885759	-1.29854592365239	-0.751156459947218	-0.315080411566643	-0.427494621256011
"Elvira_chionura"	"Elvira_chionura"	-0.80169657796715	-0.83590220270376	-0.762278559885256	0.680475295253913	0.246965480002531	-0.630497373763559	0.484519108129282	0.598143977819327
"Elvira_cupreiceps"	"Elvira_cupreiceps"	-0.811809626557884	-0.283529422750488	-0.577997554786582	-0.824615387359993	0.514214799905447	-0.404532175152148	1.30699973142487	0.0233898806360217
"Microchera_albocoronata"	"Microchera_albocoronata"	0.353441434335689	-0.949871213008367	-1.00240260542302	-0.725808657679575	-1.89086776570055	-1.05937380373873	0.126797360126858	-0.890234583310001
"Chalybura_buffonii"	"Chalybura_buffonii"	-1.03172225869285	-0.153353151730157	-0.938134984802165	-0.352872499998004	-0.010199432632558	-0.818271991488965	0.388106638142812	0.0116137742843606
"Chalybura_urochrysia"	"Chalybura_urochrysia"	-1.11213041476555	-0.60496552790516	-0.769137585786388	-0.197157267016342	0.818324873657326	-0.515926275964608	0.7567873707349	0.185916233738485
"Heliodoxa_rubinoides"	"Heliodoxa_rubinoides"	1.39368535887869	3.21873876580392	0.312280494605212	-0.719059382111716	0.475673966374149	1.056285112728	0.108836842798767	-0.148318625289021
"Thalurania_ridgwayi"	"Thalurania_ridgwayi"	0.317302815061446	0.342491750775794	-0.427352489345194	0.514894653574651	1.44865247852521	-0.982800120393923	-1.05522838120983	-1.38203520333708
"Thalurania_furcata"	"Thalurania_furcata"	0.100610705600517	-0.154124216995258	-0.360028202353331	0.0443442268479706	-0.175395753251854	-0.551265401014572	0.57490445184699	-0.277076239194503
"Thalurania_glaucopis"	"Thalurania_glaucopis"	-0.698999918929173	-0.182589310526696	-0.493785088611163	-0.12477357165834	1.19645514706114	-0.669121917584041	0.965173255862836	-0.337483491283266
"Taphrospilus_hypostictus"	"Taphrospilus_hypostictus"	-1.16724001122667	-0.733027607668802	-0.481670321651758	0.347078390195075	-1.05328413337916	-0.242618932293878	-0.0783705912245508	-0.521667746705418
"Leucochloris_albicollis"	"Leucochloris_albicollis"	-0.343133057080892	-0.0227009552194532	-0.188029153118594	0.191839233931448	-1.3450289453018	-1.0293425842772	0.513543107381134	0.626656761118944
"Leucippus_fallax"	"Leucippus_fallax"	-0.689951291006503	-0.502986332737685	1.00743442048816	0.211315858828543	-1.47742143521992	-0.593392918767328	-1.08794527583048	-1.19119661655281
"Leucippus_chlorocercus"	"Leucippus_chlorocercus"	-0.753026218158582	-0.513973747718893	0.737163273123945	0.615657078417774	-1.30720201881047	-0.919620190327405	-1.02709498777199	-0.849094943916769
"Doryfera_ludoviciae"	"Doryfera_ludoviciae"	0.393381976124328	0.817458777458092	0.323915464691596	-0.1334415554165	-0.215488754401876	0.616533060111783	-0.724703531209622	-0.733656532773909
"Amazilia_castaneiventris"	"Amazilia_castaneiventris"	-0.666222034447192	-0.0718287190797775	-0.141647202472379	-0.183410779281774	-0.282124282452864	0.608323332978793	-0.308118366828576	-0.75181132626414
"Amazilia_amazilia"	"Amazilia_amazilia"	-0.409450432637897	0.787563255271557	0.304161403767412	1.01167936945839	-0.296162302781567	1.25136502831203	0.0928579885769416	-0.037401654108111
"Amazilia_leucogaster"	"Amazilia_leucogaster"	0.196235343742045	0.0292117708967537	0.948755650584186	0.536115756309775	-0.780676490913937	-1.09786361472661	0.649475064325169	0.0960673854631736
"Amazilia_versicolor"	"Amazilia_versicolor"	-0.293217177788776	0.124351671074633	-0.219270253608443	-0.634368210605571	-0.218050188048255	0.913370019896793	-0.129784074319908	-0.233204957525337
"Amazilia_candida"	"Amazilia_candida"	0.361686492825652	1.53084930148749	0.589429391569459	0.405396911703302	-1.77535732121138	-1.06114999328432	-0.197504526666765	-0.964995033660016
"Amazilia_amabilis"	"Amazilia_amabilis"	-0.374821649413786	-0.101266394863247	0.667687028462076	-0.604764039476732	0.107982359662821	1.16105780336769	0.26849647735326	0.221068188734915
"Amazilia_decora"	"Amazilia_decora"	-0.792308228463651	-0.0415440666985881	-0.707909224894134	-1.03433543478806	0.00566327016231219	0.941188354402655	-0.362998219855201	-0.298837074769856
"Colibri_coruscans"	"Colibri_coruscans"	-0.41801785474413	0.215839317626937	1.26013258293283	0.346061173713246	-0.112875344054928	0.941787994843135	0.721190416526951	1.28311257695402
"Amazilia_cyanura"	"Amazilia_cyanura"	-0.672337351714075	0.599341981543777	-0.397116975157244	-0.677094624363064	-0.375280221012979	0.753493141862796	-0.407446424953169	-0.552452977535652
"Amazilia_viridifrons"	"Amazilia_viridifrons"	0.352458162058901	1.70439252874816	1.92333120533344	0.482250988747158	-1.97582776923686	-1.48185851542913	-1.86101613956154	-2.20287034130888
"Amazilia_fimbriata"	"Amazilia_fimbriata"	-1.17620994944348	-0.318684911622818	-0.276997968007919	-0.281292739557203	-0.326123608345417	0.294949548121027	0.0268355664293757	0.444666015346262
"Amazilia_lactea"	"Amazilia_lactea"	-0.896738673038965	-0.947255012270589	-0.924558100257707	-0.899921303813408	-0.414880927366612	0.341740998794323	-0.611919778210396	0.128287740966914
"Amazilia_rosenbergi"	"Amazilia_rosenbergi"	-0.570855069424326	0.282563374180878	0.898928514489476	-0.592245207855992	0.17664463305855	1.21248558070912	1.11995671778169	0.645493872127616
"Amazilia_edward"	"Amazilia_edward"	-0.607329726972697	-0.246667817824022	0.5930179895902	0.980500105473215	0.138267278074043	0.84591078829566	-0.618690362964327	-0.239499817250161
"Amazilia_viridigaster"	"Amazilia_viridigaster"	-0.641752713825703	-0.682030564742141	-0.797438826985497	-0.901635168361174	0.505553562205747	0.984584507138231	-0.140301007283663	0.255662547179659
"Amazilia_franciae"	"Amazilia_franciae"	1.18222573647745	0.998339760096927	2.42743303393131	0.985463255773756	-0.880676223340969	-0.157763747543412	-0.315921041406016	-0.634889354186401
"Amazilia_tobaci"	"Amazilia_tobaci"	-0.922418256595961	-0.167819165846414	-1.0607367841454	-0.975923377824054	1.3296855054754	2.48568333848036	1.08447410722237	2.31244628159534
