"Species"	"Bri_males_SS"	"Bri_females_SS"	"Bri_males_NS"	"Bri_females_NS"	"Chr_males_SS"	"Chr_females_SS"	"Chr_males_NS"	"Chr_females_NS"
"Hylocharis_sapphirina"	"Hylocharis_sapphirina"	-0.959387319768211	-0.850884665169592	-0.569522846083694	-0.199871229471313	0.509241399890407	-0.236203190636676	-0.190586283248047	-0.773821528582353
"Hylocharis_grayi"	"Hylocharis_grayi"	0.0546053986203479	-0.220014122708458	0.533655219343621	0.00926245966274544	2.13643202161344	-0.865132523616528	1.17400958981341	0.0426357505125233
"Chrysuronia_oenone"	"Chrysuronia_oenone"	1.13966986381317	-0.19041380793496	0.602231782329794	0.428629747764405	2.34442672600784	-0.469441927311396	1.65846270079261	0.592728629262593
"Goldmania_violiceps"	"Goldmania_violiceps"	-0.0519375325079451	-0.352133044548889	-0.234512442024867	0.0311062120396939	2.06424444599129	-0.510844092138456	1.39848921479493	0.257051153630279
"Lepidopyga_coeruleogularis"	"Lepidopyga_coeruleogularis"	0.245300459877609	-0.247499266463897	0.0708734899074151	0.13815015864003	0.650889456416466	-1.19349474063618	0.445670406914864	-0.201413596224704
"Lepidopyga_goudoti"	"Lepidopyga_goudoti"	0.380514325141254	0.205339645550618	1.65693650519597	1.26980572370332	0.0130652561405516	1.28336967210791	1.02954356841474	0.906424694516248
"Damophila_julie"	"Damophila_julie"	-0.158808895885089	-0.280779386835679	0.149760947689262	0.190155420681356	0.748890677313649	0.75804784917089	1.86113016431897	0.0868035713254187
"Hylocharis_cyanus"	"Hylocharis_cyanus"	-0.901215422815032	-0.467849907226836	-0.206990676510892	0.183118861759522	0.691895855868589	-0.88734448617395	-0.0670840929731253	-0.81457481222204
"Hylocharis_chrysura"	"Hylocharis_chrysura"	-0.850441261319121	-0.629553914426214	1.07321205039883	0.400447143871864	-0.10652186047248	-0.0162543890009001	1.2231468723048	0.536575440289861
"Hylocharis_leucotis"	"Hylocharis_leucotis"	0.550273301451266	-0.0255539276452516	0.534014352692382	0.969951800865048	0.0114733939091715	-0.791020195226052	0.534272343140434	0.96058822821975
"Panterpe_insignis"	"Panterpe_insignis"	1.66322830081477	4.07463893585795	0.357527492779367	1.17564240353582	1.52621237057212	3.71226199371166	0.679460395616678	1.55392368168794
"Heliomaster_squamosus"	"Heliomaster_squamosus"	2.05337444890412	-0.640612643592472	-0.336009981292326	-0.694688716046012	0.161861879466711	-0.710011770153965	0.398625196130274	0.833527609178201
"Lesbia_victoriae"	"Lesbia_victoriae"	0.569432304404293	2.01117637060801	-0.441773785881276	1.64413894000128	0.665451010384279	1.74081724317779	-0.104649607749826	0.125004786808773
"Heliomaster_furcifer"	"Heliomaster_furcifer"	1.89883110428582	0.864171057566105	1.60142809088316	0.110796537035409	0.0102819596728539	-0.865572728603	1.02292155949109	-0.357763786874777
"Lampornis_viridipallens"	"Lampornis_viridipallens"	1.23302135306371	0.675717409069181	0.0796692233629462	1.07733366339978	-0.591822625836599	-0.682812738889604	-1.50608688747769	-0.986663958540382
"Lampornis_hemileucus"	"Lampornis_hemileucus"	-0.414200170350331	-0.292569391899197	1.24471503104497	0.0717844555068618	0.961117662448723	-0.250632264303861	-0.61695241899905	0.028367832386022
"Lampornis_calolaemus"	"Lampornis_calolaemus"	1.49897812395088	-0.882239519481897	-0.719387765623303	-0.770847984553705	0.669864472677259	0.821277598701938	-0.0291474415073902	0.974066531720042
"Lampornis_cinereicauda"	"Lampornis_cinereicauda"	1.35853315638839	-0.55312357411552	0.319381359077048	-0.245657235973432	-0.899141073777659	0.450512554712049	0.132362264267177	0.496404557753685
"Lampornis_castaneoventris"	"Lampornis_castaneoventris"	1.46904160305449	-0.296092374594843	-0.280024499968581	0.141450441448809	-1.06728334084225	0.565000712374759	0.703467350949125	0.618504977397133
"Myrtis_fanny"	"Myrtis_fanny"	0.286468892514119	-0.719287930027754	-0.0280789412407828	-0.192455897253825	-0.191281946181978	-1.2513107765469	-0.682644800842833	-0.0392002009051465
"Rhodopis_vesper"	"Rhodopis_vesper"	1.2519427269289	-0.136816635107596	1.01260000303614	0.185560827829943	-0.718284252920492	-1.20530364350046	-0.979012322950683	-0.856416555696088
"Selasphorus_rufus"	"Selasphorus_rufus"	0.466111276714238	0.52307438605904	-0.284985531929147	-0.0527371453352236	1.37360326054999	0.260820658491949	0.341734845838744	0.664687879261708
"Chaetocercus_mulsant"	"Chaetocercus_mulsant"	0.608456688867124	0.363398540600023	-0.795336749966255	-0.238762357643636	-0.0967380932799336	-0.0797291909154714	0.142016090469132	0.855203047756662
"Chaetocercus_bombus"	"Chaetocercus_bombus"	-0.666129716291899	-0.90313399161535	-1.28778111570632	-1.31277076752227	0.159599560881168	-0.669603297060746	-0.783621324539445	-1.04716877987517
"Myrmia_micrura"	"Myrmia_micrura"	-0.361126492791903	-0.390200507821121	0.43139602211636	0.397171665974765	-1.29650852162533	-0.578191620547958	-0.51741830481525	-0.407416122746272
"Microstilbon_burmeisteri"	"Microstilbon_burmeisteri"	0.480422516993194	-0.792988559918903	-0.994407783986555	-0.91529410764687	-0.115380590892819	-0.355670202071322	0.77312199499157	0.0256314785112344
"Calliphlox_amethystina"	"Calliphlox_amethystina"	-0.752256492716291	-0.699986140178435	-0.579037716082542	-0.550806972527238	0.236860364700854	-0.672888017847003	-0.668168452287377	0.0907016558701798
"Calypte_costae"	"Calypte_costae"	3.54295159096671	1.87458849308714	0.944451154387936	1.78686946974372	-0.0544816376406789	-0.420250156156333	-1.42760735562014	-0.0167472869228178
"Calliphlox_bryantae"	"Calliphlox_bryantae"	-0.400022145316299	-0.414174519013247	-0.802685943122022	0.0198080325765433	-1.15434401743141	-0.58585476591253	-0.902556064083159	0.475620704205486
"Doricha_eliza"	"Doricha_eliza"	2.21735469364392	0.621243354331553	1.27907978785594	0.97086845497533	-0.572552696887342	-1.28593779290642	-0.746703072209198	-1.22912929022726
"Tilmatura_dupontii"	"Tilmatura_dupontii"	-0.836709827903285	0.386991246526082	-0.192042795672494	-0.0350884333886308	0.0149275852432813	-0.977416422406823	0.466370460054822	-1.41863365083706
"Selasphorus_flammula"	"Selasphorus_flammula"	-0.225959879384564	-0.903993499563479	-0.467174943549319	-0.491888502154718	0.145349821243762	-0.105729763106484	-0.386269384204557	0.234611457859817
"Selasphorus_scintilla"	"Selasphorus_scintilla"	0.600736482305521	-0.210320528787402	-0.180900493251343	-0.0818360695837025	1.07881076633151	-0.899045410497826	0.554301067638741	0.578133431849699
"Selasphorus_platycercus"	"Selasphorus_platycercus"	0.826799821039855	1.35352514287905	2.04827437598269	1.80881183602684	1.1670889116531	0.105962616260615	-0.412854679711643	-1.40170251699994
"Thalurania_fannyi"	"Thalurania_fannyi"	-0.440478708325023	0.291582666319349	1.19026162589189	-0.0429057677482435	1.40523189653959	-0.609173736739478	1.89468727114838	0.465502521919577
"Selasphorus_sasin"	"Selasphorus_sasin"	0.906742905613137	1.40074863406973	-0.0952582302313312	1.47510673849323	0.634591987444238	0.0249841054502514	-0.0527840956242038	0.579223114140584
"Archilochus_colubris"	"Archilochus_colubris"	0.249882282417572	0.925828139121978	0.614196948020176	0.938161202861871	1.07667074544763	-0.521146755239656	0.0709253554757587	-0.651618513550459
"Coeligena_helianthea"	"Coeligena_helianthea"	1.56077431311066	0.399405472238947	2.16775676382543	1.85041770125295	1.47272730238741	-0.93396921898558	-1.20032511965199	-0.208756588376549
"Archilochus_alexandri"	"Archilochus_alexandri"	0.136396831319083	0.80409901025149	0.672009380783731	2.30463732650816	-0.230735720007965	-0.500028320849722	-0.413840497230926	-0.553859668496635
"Calypte_anna"	"Calypte_anna"	2.37603440304974	1.27509409278842	0.501274612319712	1.76477670004215	0.179053390284608	-0.735376818717327	-0.813863352979863	-0.640879287715148
"Selasphorus_calliope"	"Selasphorus_calliope"	0.520609065968828	0.859082539664061	0.896727666464811	2.28205040030792	0.342634568193034	-0.0608935869381568	-0.0378943668165553	-0.0393102222664255
"Atthis_heloisa"	"Atthis_heloisa"	1.54964164624709	0.788652963893156	1.28175340973682	0.356970507327676	-0.652532250442143	-1.58455347481466	-1.21604782902678	-0.677644044646992
"Calothorax_lucifer"	"Calothorax_lucifer"	1.42071289947202	0.366070365480232	1.56347595600429	2.42355884251566	-0.709633093574291	-0.334954429298341	-0.760197954899461	-0.241943469523441
"Heliomaster_constantii"	"Heliomaster_constantii"	0.115605977721758	-0.0996327596069802	1.28884050036984	3.49044438424061	0.0572325397485117	0.124046960590863	-0.738671481421386	-1.15029884093421
"Amazilia_tzacatl"	"Amazilia_tzacatl"	0.334663316985111	0.754914091415227	0.911325055828458	1.04248748273567	0.662656620631986	1.38400449274599	-0.246394123246787	0.752695291038193
"Cynanthus_latirostris"	"Cynanthus_latirostris"	0.838177581588131	2.39973978743645	1.07503514711892	2.35764019884969	0.899301171233758	-0.902152083261636	0.0926926965841881	-0.0714628271819808
"Amazilia_violiceps"	"Amazilia_violiceps"	0.121341594570454	2.3468151412491	3.01338493439804	2.61648222347561	-1.50423423857698	-1.06347702397991	-1.63359126896268	-1.20811465542486
"Lampornis_clemenciae"	"Lampornis_clemenciae"	0.00439953045113082	0.834003852124549	1.27406996704465	1.00241574459551	-0.111197368886764	-0.870866326807128	-1.25379746225134	-1.53080416921189
"Coeligena_inca"	"Coeligena_inca"	-0.939092802390052	-0.283082602248872	1.1313344242063	1.77985182360429	-1.27820677978865	0.559790892338326	2.31122793586402	2.78602716109586
"Amazilia_beryllina"	"Amazilia_beryllina"	0.800909810627347	0.563995007050532	0.893870876465736	0.116323089203882	0.20400689664535	1.62831520650142	-1.06837088663727	1.14836678595299
"Lamprolaima_rhami"	"Lamprolaima_rhami"	0.749384367265017	0.406787858790848	-0.865233633904329	-0.133774512637361	1.01716457526747	0.912754558217715	0.863743296819421	1.01674696952328
"Eugenes_fulgens"	"Eugenes_fulgens"	2.00200406053304	1.23831154762551	-0.22292604630337	0.982384380734152	1.75903853276514	-0.0353235365546402	0.122829169464	-0.933118871835738
"Amazilia_cyanocephala"	"Amazilia_cyanocephala"	1.11469260235075	2.68460277992212	0.954249963073915	1.17758052983508	-0.484060949623683	-0.0417143443375074	-0.295273363925607	-0.0412640416985665
"Amazilia_yucatanensis"	"Amazilia_yucatanensis"	0.390109612064316	0.662772930509166	1.46008020889041	0.957693329548762	0.238521424197152	0.346852112404022	-0.0891788989221094	0.399846025884318
"Eupherusa_eximia"	"Eupherusa_eximia"	-0.306015890610846	-0.234396349901945	0.318035718109334	-0.199856672647188	1.18536145534882	-0.7640498017375	1.35479317915595	-0.0169880469383595
"Thalurania_colombica"	"Thalurania_colombica"	0.353892918307216	1.12318065442654	-0.335020126850144	0.552347822714575	1.16405527610392	-0.399912885273712	0.697016133057552	0.300321016256377
"Amazilia_chionogaster"	"Amazilia_chionogaster"	0.61673690837339	1.85637019407898	1.38164399901718	2.80519293928988	-0.924855355217271	-0.269980458656815	-0.0576677642357552	-0.180899261625993
"Coeligena_iris"	"Coeligena_iris"	1.85323002711777	0.59588602195023	-0.00254704231278391	-0.270180704320315	1.00798193647471	2.02040775054459	-1.13859152633457	-0.486876935765106
"Amazilia_rutila"	"Amazilia_rutila"	-0.719238796179316	0.0937716304890103	0.831730967622115	1.58308340060925	-0.493823758467757	-0.0889742189504103	0.922809073832543	0.684177421942129
"Lampornis_amethystinus"	"Lampornis_amethystinus"	0.440145928755669	0.200789377308321	-0.0236444149841767	0.010735845265384	-0.806783652186142	-0.54946830489226	-1.16251406598177	-0.930615350281286
"Amazilia_chionopectus"	"Amazilia_chionopectus"	-0.0680225850220519	-0.314105545837888	0.294243226034771	0.367697479174625	-0.352469227753621	-0.107988741315019	0.513559913510975	1.93132939542702
"Campylopterus_hemileucurus"	"Campylopterus_hemileucurus"	-0.351319434614702	-0.0775678992613823	0.203615086312118	0.407720626313335	-0.444052548526233	-0.969176760867945	0.862764458779474	0.942098046547708
"Hylocharis_eliciae"	"Hylocharis_eliciae"	0.171054965849835	-0.324888864873753	2.39455342425262	1.78558704621906	0.43485630253881	-0.185730132154015	1.22683283893807	1.2098176819188
"Heliomaster_longirostris"	"Heliomaster_longirostris"	1.22119715927277	1.0187741249787	0.130318439792256	2.18234077464314	0.153736549468615	1.46679776479674	-0.48393917583722	0.126298285019821
"Hylocharis_xantusii"	"Hylocharis_xantusii"	0.239227914710761	0.12241626516999	1.28556254791198	2.11170592985331	0.263137178780069	0.327296815901808	0.857670425801058	0.757501905797723
"Metallura_tyrianthina"	"Metallura_tyrianthina"	-0.339907251336812	-0.419912171504212	-0.178331321782683	0.167577031297418	1.07710165496849	1.38521683839394	0.74019240276295	1.56207923632883
"Lesbia_nuna"	"Lesbia_nuna"	0.849960866583849	0.407024151960774	1.16588470730412	0.424325656073536	1.59468964350511	1.61615668914032	2.55027118873869	1.30750548842076
"Lafresnaya_lafresnayi"	"Lafresnaya_lafresnayi"	-0.728554573350332	-0.756123533966814	-0.728594225840299	-0.497614839109618	0.453994877803993	0.219022707399715	0.254943003844379	1.39573653459655
"Coeligena_lutetiae"	"Coeligena_lutetiae"	2.16314815096162	0.962904830410632	-0.12048404861121	0.140483886260355	1.89960548130746	-0.298178221331809	-1.90643804554518	-0.766162623743126
"Eriocnemis_cupreoventris"	"Eriocnemis_cupreoventris"	-0.0761822889340979	-1.09624632434097	-0.0743335250597992	-0.683578082316843	1.05216306230964	1.30304450099058	1.71259580399067	2.1080927415013
"Chlorostilbon_mellisugus"	"Chlorostilbon_mellisugus"	0.320265131883187	-0.615306497658326	2.327401040653	0.100138213990166	1.02789904777577	-0.469947976770493	2.25336280606357	-0.00290230735978374
"Calliphlox_mitchellii"	"Calliphlox_mitchellii"	0.112086531900211	-0.00203121188060661	0.0622100949629594	-0.939578298064913	-0.70287703890146	-0.96653711292284	0.203595705112431	-0.334407426231514
"Aglaiocercus_coelestis"	"Aglaiocercus_coelestis"	1.09813889220219	1.96164923399911	-0.0144864100602803	-0.0475930661294083	1.1661986239469	0.478157173938275	1.36499906159378	1.54194380188422
"Eriocnemis_luciani"	"Eriocnemis_luciani"	-0.831175706267035	-0.270025950279744	0.435351562372051	-0.448573176917753	-0.189023482607069	0.499562677903534	1.63389740461159	1.36605604014327
"Ramphomicron_microrhynchum"	"Ramphomicron_microrhynchum"	1.25819076282805	-0.940716101349728	0.225877375465951	-0.707565892037519	0.825882366373751	-0.180019225449036	0.941703502591329	-0.489427241713595
"Campylopterus_villaviscencio"	"Campylopterus_villaviscencio"	2.07106684153395	1.84352921371252	-0.808316380564859	-0.502439607172978	1.89906528906498	0.550017945302185	-0.672831190714804	-1.11768061122698
"Aglaeactis_cupripennis"	"Aglaeactis_cupripennis"	-0.995944860332538	-0.739602950272269	-0.365338389856352	-1.28068458019241	-0.406308809921534	0.283539930512778	0.540915998967918	0.197736086690491
"Coeligena_phalerata"	"Coeligena_phalerata"	2.00225601772463	2.03390277181571	0.230241321216011	0.565362956177405	1.12070748521487	1.41178603997054	-0.975497102183397	0.0698679734430831
"Metallura_williami"	"Metallura_williami"	-0.138550969893411	-0.656994101334136	-1.21463654409135	-0.460647411113424	0.980431691325999	1.34196051937772	0.931720163814991	1.56051400102106
"Chalcostigma_herrani"	"Chalcostigma_herrani"	0.480904547565633	-1.21089314593693	-1.14322536939456	-1.15817089336288	1.97468557898006	0.669977434450696	-0.0972577920134241	0.489257904605044
"Patagona_gigas"	"Patagona_gigas"	-0.575358996172664	-0.338015237686773	1.68817791421598	0.705323253263874	-0.939988317761289	-0.379259246185948	-0.936550773924551	-1.0983462188614
"Chlorostilbon_melanorhynchus"	"Chlorostilbon_melanorhynchus"	1.46855654615309	-0.355722039801527	2.91029725240448	-0.243683433782628	0.600775118548529	-0.739919630424472	2.19296567051771	-0.425893807751046
"Klais_guimeti"	"Klais_guimeti"	-0.247367301047769	0.239284311351225	-0.237639006169119	0.528141029881838	0.706759110637495	-0.540590763148642	-0.187881404263389	0.093476426857618
"Campylopterus_falcatus"	"Campylopterus_falcatus"	1.72989960277255	0.106701831029669	2.29978594116813	0.466235520269697	1.40838859943915	1.27015764878376	1.20256702305926	-0.248229648926834
"Chrysolampis_mosquitus"	"Chrysolampis_mosquitus"	2.0137190189965	-0.677949588956869	-1.14141052280455	0.341637107241046	2.39774573459012	-0.229927653739551	-0.532731256199723	-0.491210749798372
"Phaethornis_yaruqui"	"Phaethornis_yaruqui"	-1.0055181049653	-0.785142857341493	-0.622615069601967	-0.830070368680067	-1.10524135981106	-0.862848543422486	-0.295037567543034	-0.874317968379291
"Heliodoxa_leadbeateri"	"Heliodoxa_leadbeateri"	1.88547460238757	-0.502470504898274	-1.33008660543558	-0.856491066342123	2.56712445049537	0.25531601855955	0.749863390841921	0.813285819658872
"Coeligena_prunellei"	"Coeligena_prunellei"	-0.617595392191626	-0.394321196202893	-1.005238628919	-1.929363580515	-1.4456597683464	-0.684909233424302	-2.33129769844306	-2.17761642666775
"Boissonneaua_matthewsii"	"Boissonneaua_matthewsii"	-1.27046188637818	-1.01938630379216	-0.921190530634108	-1.14741638458422	-0.384001736101879	0.88340529784823	0.744636899493286	1.06528528076741
"Topaza_pella"	"Topaza_pella"	0.712033271121053	0.605497415380813	0.47197231498624	0.134997394247602	0.662361971610905	1.51849077401464	2.78630938588563	1.87618524920078
"Topaza_pyra"	"Topaza_pyra"	0.687502858325907	2.06245905810864	2.42314150234427	-0.499210479498741	0.370564929679338	2.73111181037415	3.52415281008831	2.1290744899627
"Florisuga_fusca"	"Florisuga_fusca"	-1.48818290978614	-1.66520412256964	-1.99517197837017	-2.38988505088191	-2.09786334815237	-1.26011150186924	-2.366055995907	-1.56592357965969
"Eutoxeres_condamini"	"Eutoxeres_condamini"	-1.12965076176797	-0.629763062613635	-0.129980776361345	-0.119635394912679	-1.6140565223644	-0.897454457641738	-0.849435309129485	-0.796937228481203
"Ramphodon_naevius"	"Ramphodon_naevius"	-0.839834007518821	-1.12920799572906	-0.216108266638858	-1.13906585716859	-0.76659378372434	-0.764442097072778	-0.213616332909374	-0.927614873684446
"Glaucis_aeneus"	"Glaucis_aeneus"	-0.874493436112276	-1.10262119751834	0.597097964110872	-0.159084921731594	-1.00156910411745	-0.846304556644332	0.113515321676954	0.692827269499766
"Glaucis_hirsutus"	"Glaucis_hirsutus"	-0.947201277153072	-0.712214462884785	0.456421984024551	0.586074290222585	-0.496607895875609	0.439201620132642	-0.0242531045427622	0.464743305931877
