"Species"	"Lambda"	"Bri_Beta_males_SS"	"Bri_Beta_females_SS"	"Bri_Beta_males_NS"	"Bri_Beta_females_NS"	"Chr_Beta_males_SS"	"Chr_Beta_females_SS"	"Chr_Beta_males_NS"	"Chr_Beta_females_NS"
"Tilmatura_dupontii"	"Tilmatura_dupontii"	0.325007892621875	0.412903992894946	0.176831039574398	0.177113182589613	0.402263113504949	0.141656325382011	0.10356513332722	0.184329396433725	0.189883105295149
"Calliphlox_amethystina"	"Calliphlox_amethystina"	0.325909499335358	0.41153837184672	0.181574249742325	0.183422163860651	0.40834253131556	0.143788359467454	0.100431999187506	0.169530566008484	0.186946422063328
"Myrmia_micrura"	"Myrmia_micrura"	0.326178525641224	0.414446522998974	0.174464150441443	0.171476012316831	0.397623473390624	0.143731055202811	0.094091265793397	0.168572219465666	0.182204626516681
"Myrtis_fanny"	"Myrtis_fanny"	0.326385469138134	0.409563913669543	0.174374034018993	0.172785052082856	0.397935188913297	0.132222349880712	0.0970142649959902	0.167116339364876	0.184008281588942
"Rhodopis_vesper"	"Rhodopis_vesper"	0.326819409350598	0.411412877735938	0.171810102451056	0.196585142924315	0.395383309793843	0.133945029410881	0.0968385578604992	0.167457846717228	0.184773312122036
"Calliphlox_bryantae"	"Calliphlox_bryantae"	0.326361315754464	0.410004549211711	0.173922486087697	0.174887003086157	0.395677275978465	0.136981545854697	0.0955963029811092	0.181305807765353	0.189665357628572
"Calliphlox_mitchellii"	"Calliphlox_mitchellii"	0.326238780213878	0.409432910430858	0.176148677361869	0.175120647283283	0.39699631392873	0.135026842322123	0.0945718741700265	0.185841560598807	0.183523101368414
"Chaetocercus_bombus"	"Chaetocercus_bombus"	0.326301132354392	0.410826376667024	0.1810169508516	0.180988406983606	0.398509625228489	0.135134453294867	0.0933350969605621	0.206927640077853	0.233183762630241
"Chaetocercus_mulsant"	"Chaetocercus_mulsant"	0.326060099364152	0.410227634855788	0.192471754079808	0.171917214619102	0.397518264291255	0.131253220914757	0.102883396914894	0.202044959237684	0.233234080628317
"Microstilbon_burmeisteri"	"Microstilbon_burmeisteri"	0.326178525641224	0.408948096055505	0.177536737107387	0.175273615892541	0.398115289898098	0.132344082175068	0.09302010539626	0.224581406908895	0.209680755015618
"Calothorax_lucifer"	"Calothorax_lucifer"	0.325358896398255	0.412338981443295	0.178735623142786	0.187825829370945	0.434998943334346	0.170710703918724	0.109615998425775	0.158747681973601	0.186489856774208
"Doricha_eliza"	"Doricha_eliza"	0.32499635049513	0.41625448817526	0.176191003295865	0.18609023198304	0.428661645095159	0.168332628323241	0.122107609212733	0.158357931768518	0.187835576602034
"Archilochus_colubris"	"Archilochus_colubris"	0.325871074288771	0.409351338895486	0.177264979183138	0.183600027144614	0.43161603709936	0.262103781056108	0.0939062726845678	0.16335623230511	0.179695892398572
"Archilochus_alexandri"	"Archilochus_alexandri"	0.32644701635268	0.410388247638335	0.176426717294268	0.183865134078232	0.43744704920299	0.225005085044055	0.0970018813494967	0.162172683959636	0.180534963478164
"Calypte_anna"	"Calypte_anna"	0.328275098461647	0.423808056468564	0.192276169585837	0.339617777813762	0.430261531140648	0.190175441947532	0.109364100792777	0.165929386479223	0.184423880103431
"Calypte_costae"	"Calypte_costae"	0.328510539473082	0.431002123919536	0.199717700773892	0.337185433203012	0.431375976507668	0.188940199874106	0.111541178724669	0.171493873701425	0.184934687080568
"Selasphorus_platycercus"	"Selasphorus_platycercus"	0.332532497396929	0.415633186257941	0.20349872966521	0.72727746028367	0.4603865743141	0.297069062934989	0.148099131643228	0.168589618214481	0.288080720071855
"Selasphorus_rufus"	"Selasphorus_rufus"	0.332175437874954	0.41570687136943	0.201139977602881	0.658060480488029	0.477533168527084	0.300742414244448	0.147416310255926	0.168086614091445	0.19692932276555
"Selasphorus_calliope"	"Selasphorus_calliope"	0.332263462725808	0.415370395479796	0.198677954233887	0.658799375369754	0.469189560478848	0.28955436556035	0.144751230364956	0.167038089761736	0.193314003905375
"Selasphorus_sasin"	"Selasphorus_sasin"	0.332263462725808	0.415063582459043	0.199435732179935	0.657839672180141	0.463843067009078	0.290969150708821	0.146293836208411	0.16810141355845	0.19479174930544
"Atthis_heloisa"	"Atthis_heloisa"	0.332529133204403	0.41777028488401	0.261985091640207	0.655329856460443	0.443526948970916	0.493243035601113	0.834217810845972	0.270456045545423	0.192122445618118
"Selasphorus_scintilla"	"Selasphorus_scintilla"	0.333191405850061	0.418877639479975	0.358541784690578	0.64964327137989	0.447431968637618	0.504293777261162	0.736193092491829	0.320183843480962	0.192203644542201
"Selasphorus_flammula"	"Selasphorus_flammula"	0.333012503143967	0.418441082863504	0.369880240799296	0.650917315909309	0.44820461599307	0.478756875411873	0.732478940978139	0.292628214721423	0.190561325126727
"Hylocharis_leucotis"	"Hylocharis_leucotis"	0.202786727957235	0.107681542304391	0.175802283628342	0.15888680316298	0.181021495325392	0.134214963565863	0.13343628598837	0.160890189125499	0.184647427916799
"Hylocharis_xantusii"	"Hylocharis_xantusii"	0.202433890283029	0.109063416420023	0.177132782987475	0.159372816285195	0.19665644275955	0.132792754617924	0.131938942660827	0.15796411570694	0.180523521592454
"Campylopterus_rufus"	"Campylopterus_rufus"	0.201924097397102	0.115364405007683	0.179787633840226	0.170206395661556	0.16016003138553	0.150419335775684	0.116052143111057	0.17358923212367	0.197440319476732
"Abeillia_abeillei"	"Abeillia_abeillei"	0.202202959576317	0.109153290964854	0.179279984987748	0.159424239740655	0.149645522787296	0.138578985665334	0.111098195657177	0.163724106186664	0.187111759713723
"Klais_guimeti"	"Klais_guimeti"	0.202783662544169	0.110345722292414	0.176465149461254	0.160074883430344	0.151659380338007	0.140689797627395	0.112479538214099	0.165612299641812	0.180686524160343
"Stephanoxis_lalandi"	"Stephanoxis_lalandi"	0.202269207444977	0.109566162149141	0.184768506070315	0.170624663426939	0.146119797576037	0.155682443990507	0.106865065733827	0.171261762651958	0.186960289461624
"Campylopterus_largipennis"	"Campylopterus_largipennis"	0.201980517762201	0.131284805524686	0.174431342990498	0.159828059157081	0.142878424269302	0.354587505916553	0.274550206010259	0.190190271387883	0.193959123213674
"Campylopterus_hemileucurus"	"Campylopterus_hemileucurus"	0.202146937604793	0.121942474111141	0.173454991101964	0.167991659636519	0.155490138698904	0.155564225087135	0.238669462427854	0.167656774068493	0.193408831604903
"Campylopterus_villaviscencio"	"Campylopterus_villaviscencio"	0.202739334772702	0.165803592552487	0.239045774007714	0.206986317951414	0.144511287411549	0.217645320563115	0.188271875915828	0.167876379917932	0.184910558633878
"Campylopterus_falcatus"	"Campylopterus_falcatus"	0.201934217863288	0.129812837255308	0.180654645850068	0.227197276245592	0.143915764855812	0.144963013399668	0.203180557742418	0.166681706911889	0.183318897841134
"Campylopterus_ensipennis"	"Campylopterus_ensipennis"	0.201934217863288	0.12016803981902	0.19375398226506	0.193299332282322	0.140901888745015	0.140972710365131	0.194718298003196	0.164821368537257	0.185125315998485
"Cynanthus_sordidus"	"Cynanthus_sordidus"	0.20226244565436	0.117351329476305	0.184066648214611	0.297961076928979	0.143201897276689	0.177431957271059	0.118689825916084	0.201219733490175	0.207001882433797
"Chlorostilbon_ricordii"	"Chlorostilbon_ricordii"	0.202255346373002	0.117952521763134	0.174607496855672	0.334773979996078	0.149981592798553	0.138412740627854	0.103319356282769	0.165974914385001	0.196009034161134
"Cyanophaia_bicolor"	"Cyanophaia_bicolor"	0.201932111022285	0.129740976993796	0.175340995302277	0.334819721297578	0.138653242530319	0.137324911609173	0.104320947244383	0.161508109063059	0.189712383721432
"Cynanthus_latirostris"	"Cynanthus_latirostris"	0.202716695586222	0.119919975601358	0.528270557667213	1.07749805870526	1.05196325395522	0.12905684622417	0.10790138446274	0.160538683881528	0.208986340202284
"Cynanthus_doubledayi"	"Cynanthus_doubledayi"	0.20301571835419	0.117672931869693	0.198205961626349	1.09044603026766	0.181693713696209	0.127685619937689	0.226943688442615	0.189198003221186	0.42095819560449
"Chlorostilbon_canivetii"	"Chlorostilbon_canivetii"	0.204565546479013	0.117738069434256	0.197784966420447	1.08633815211932	0.183090025455691	0.127285456412619	0.233081702532283	0.17506454125157	0.397402648420936
"Chlorostilbon_poortmani"	"Chlorostilbon_poortmani"	0.202330621375724	0.255784571226742	0.171307624145378	1.22966689614808	0.13839693535135	0.129245630931822	0.096575514780624	0.158780971842541	0.178252028640107
"Chlorostilbon_melanorhynchus"	"Chlorostilbon_melanorhynchus"	0.202781829562531	1.11322460849565	0.172529928707195	1.47604588785903	0.134133485179074	0.129602391798873	0.0932859916154342	0.172523976725851	0.178448011296508
"Chlorostilbon_assimilis"	"Chlorostilbon_assimilis"	0.202330621375724	1.18446085108726	0.175056370028779	1.49334833332955	0.137562300089395	0.128698333119443	0.0939756906586608	0.165117388771426	0.181177967736823
"Chlorostilbon_mellisugus"	"Chlorostilbon_mellisugus"	0.203084043685045	0.161668142536315	0.16871947720571	1.21266323653972	0.137713900619435	0.132199964877671	0.0961806897244713	0.170771351314008	0.178616567128915
"Chlorostilbon_lucidus"	"Chlorostilbon_lucidus"	0.203024258207614	0.161696866156782	0.174165487518806	1.21412183361412	0.138429963758728	0.128030453552964	0.106009707783675	0.160538293471223	0.182999612809501
"Chalybura_buffonii"	"Chalybura_buffonii"	0.222232959452662	0.294321422993159	0.178723244814262	0.168416871555915	0.137200459931447	0.228037778164513	0.0985437557949092	0.404481527221468	0.179584268504849
"Chalybura_urochrysia"	"Chalybura_urochrysia"	0.223419885378092	0.294736624954359	0.180706564406941	0.166650890123381	0.145615079504882	0.231988748999275	0.0988352685517835	0.404610394968287	0.18153970434539
"Thalurania_glaucopis"	"Thalurania_glaucopis"	0.223440599478018	0.307462382565749	0.23513170270453	0.511712190018142	0.147354005615241	0.224392680567088	0.099314937771796	0.535709810701481	0.180070544273971
"Thalurania_furcata"	"Thalurania_furcata"	0.222888038716311	0.335828936747379	0.311425497349221	1.0310029942394	0.158186342468423	0.254747258008935	0.0931954663009304	0.704465796558408	0.176845828554855
"Thalurania_colombica"	"Thalurania_colombica"	0.223397714503735	0.417842373896564	0.567369390121112	2.38134940480693	0.253685729945772	0.224970823401902	0.0900266563136117	1.27203513396685	0.174868093728893
"Thalurania_fannyi"	"Thalurania_fannyi"	0.223397714503735	0.415716257795393	0.544057644084943	2.47680828027747	0.242272443509544	0.225823875952118	0.0908038431642451	1.31520689781916	0.175078459562182
"Microchera_albocoronata"	"Microchera_albocoronata"	0.223678631149422	0.337985851179869	0.171890745545881	0.14557764993687	1.19887464712435	1.48295328555113	0.0934839822339699	0.436668889914248	0.222283763673445
"Elvira_cupreiceps"	"Elvira_cupreiceps"	0.223777149510795	0.33332663466363	0.173450888176175	0.145819870114582	1.30664456747938	1.47443942834598	0.0924990917737913	0.442441119700027	0.20999927753381
"Elvira_chionura"	"Elvira_chionura"	0.223777149510795	0.33386742416568	0.172646432697302	0.146069917472026	1.47198084088252	1.47282019883311	0.0921397090943116	0.436679116395479	0.212108602231701
"Goldmania_violiceps"	"Goldmania_violiceps"	0.222841314451827	0.3245191201606	0.172564634070555	0.154386155686022	0.139543952492687	1.46782498099486	0.0988496724900546	0.434494346409791	0.180682285365491
"Thalurania_ridgwayi"	"Thalurania_ridgwayi"	0.222746131799116	0.32850508139404	0.176398405547172	0.151125505507851	0.142928480168123	1.46639851478806	0.0930769006749095	0.455501886231882	0.183582523610337
"Eupherusa_nigriventris"	"Eupherusa_nigriventris"	0.222941426458776	0.345210248629506	0.180111812673172	0.24754656924653	0.136830911032113	1.47637655316116	0.0928399234829293	0.439683349930689	0.179134151489299
"Eupherusa_eximia"	"Eupherusa_eximia"	0.223670401062059	0.336540789996192	0.178232597477002	0.182458343147373	0.133237851639178	1.47090069262949	0.0910209488001031	0.477414347334393	0.179923233467007
"Eupherusa_cyanophrys"	"Eupherusa_cyanophrys"	0.222988917671707	0.339364741408158	0.186021904607401	0.150728734968381	0.137129266590849	1.46932735223108	0.0912536765470767	0.428624620103007	0.175224674867694
"Eupherusa_poliocerca"	"Eupherusa_poliocerca"	0.223288119367969	0.337211510272007	0.196333504303535	0.150690308340258	0.135526202880245	1.47006339431981	0.0898309215516594	0.429381942190574	0.175316973702206
"Phaeochroa_cuvierii"	"Phaeochroa_cuvierii"	0.22201313649209	0.111570891910647	0.175105242215591	0.17813821016409	0.148767602329565	0.144277473185083	0.159510993541378	0.161858996778564	0.187608266766649
"Leucippus_fallax"	"Leucippus_fallax"	0.22169841706152	0.111586034160334	0.177506473628384	0.184226078960981	0.153752584762502	0.156338172453278	0.162798474239808	0.174726506525188	0.193219179738676
"Taphrospilus_hypostictus"	"Taphrospilus_hypostictus"	0.224439929750606	0.111817016261424	0.170847028717143	0.198454555834433	0.167667757593314	0.142812331810797	0.255754911962587	0.159876192146241	0.182812400513493
"Aphantochroa_cirrochloris"	"Aphantochroa_cirrochloris"	0.22336776771217	0.109806181674176	0.173033892311456	0.194714405807446	0.160281487869114	0.142121457451885	0.329915337864462	0.1615641428881	0.194231339177295
"Eupetomena_macroura"	"Eupetomena_macroura"	0.223393810635305	0.109563264943879	0.172362516571781	0.199347356369542	0.148806200529719	0.180573939079443	0.621270384213825	0.164718964005019	0.185326611847954
"Leucippus_chlorocercus"	"Leucippus_chlorocercus"	0.238328124708308	0.112013019967885	0.179740514863222	0.290335143661567	0.157640738665706	0.154715750854709	0.266627886826377	0.173555023681142	0.193085321562863
"Amazilia_viridifrons"	"Amazilia_viridifrons"	0.251645790245435	0.180840447793367	0.878165721479894	1.07878520816137	2.83215182899729	0.486409603031236	0.645543344587883	0.269188602960525	2.9762388576068
"Amazilia_violiceps"	"Amazilia_violiceps"	0.251713482708802	0.180620889355232	0.878056925280854	1.08077933249205	2.84513537394931	0.48087511568236	0.646319539922897	0.268003055991854	2.97575859868374
"Amazilia_cyanocephala"	"Amazilia_cyanocephala"	0.308267131540983	0.870222524482184	1.01121249412817	0.790624873650534	1.40790521892195	0.518358968040709	1.2449739235738	0.429723985046422	3.00814329120258
"Amazilia_saucerottei"	"Amazilia_saucerottei"	0.308913748253019	0.887808070642372	0.957356105654648	0.792754951222267	1.4023072205463	0.51700242766608	1.25007327631549	0.431489996859139	3.0093975153816
"Amazilia_cyanura"	"Amazilia_cyanura"	0.308825896967658	0.897993952471708	0.957011987488114	0.799218749225002	1.40300352751656	0.51965703079523	1.25367200209016	0.435309345308773	3.00911215507083
"Amazilia_beryllina"	"Amazilia_beryllina"	0.310319284226796	0.90163922178272	0.956524872876185	0.799923760160952	1.40141739646252	0.516787157162498	1.25361158855357	0.436565575275609	3.00947648082022
"Amazilia_edward"	"Amazilia_edward"	0.308669561541715	0.553756224704928	0.94264507459324	0.789116398899911	1.40645008597824	0.796556762597093	1.40204059044509	0.755048344817793	3.01914245711579
"Amazilia_castaneiventris"	"Amazilia_castaneiventris"	0.30868740345373	0.553153839332854	0.944792593868602	0.792323886750089	1.40202517372895	1.46797165704606	1.69940943902747	1.65473439901688	3.0347465944635
"Amazilia_tobaci"	"Amazilia_tobaci"	0.30868740345373	0.55311784873763	0.94411595242987	0.792425487253442	1.39892702749095	1.6468218548459	1.78470631164063	2.22233134744062	3.0415211163347
"Amazilia_viridigaster"	"Amazilia_viridigaster"	0.30868740345373	0.553150541806624	0.943946372307189	0.792570797102833	1.39827619588214	1.64073137235938	1.76694877082332	2.04206483856677	3.03899552156067
"Amazilia_rutila"	"Amazilia_rutila"	0.243679665170222	0.113902965470179	0.174182263109357	0.299398924060325	0.160728646872961	0.138930432461647	0.261365447069403	0.170316170292439	0.184041153648097
"Amazilia_yucatanensis"	"Amazilia_yucatanensis"	0.242807679942638	0.110798019129438	0.171188757822182	0.294284654464058	0.146030355131885	0.13350686194108	0.259929965790868	0.157645511828269	0.181098615732782
"Amazilia_tzacatl"	"Amazilia_tzacatl"	0.242952523959738	0.108845386542667	0.17071860477166	0.298847836179297	0.14317764251097	0.136618591882123	0.268307648131875	0.157927385230485	0.180693174752539
"Amazilia_amazilia"	"Amazilia_amazilia"	0.243086491382921	0.108965563046299	0.174878197131835	0.2971271189899	0.148988550706776	0.432587014925527	0.320682725573652	0.159490168368985	0.199186964177782
"Amazilia_franciae"	"Amazilia_franciae"	0.24300816509994	0.116666777028376	0.179664054613627	0.356836615307634	0.15110049170337	0.852498468453782	0.338160993452733	0.15804226094885	0.217705060939896
"Amazilia_versicolor"	"Amazilia_versicolor"	0.244035455538592	0.112729276538705	0.165439869918227	0.308462243069669	0.229147303350255	1.34956859019724	0.38268989947395	0.159170624085129	0.246789521594083
"Chrysuronia_oenone"	"Chrysuronia_oenone"	0.244453827169776	0.116179587164226	0.164384437917574	0.303997905101091	0.157522283523177	1.41069172922424	0.396585361699292	0.162764952802237	0.243586290773332
"Lepidopyga_goudoti"	"Lepidopyga_goudoti"	0.244595921509735	0.109711138204831	0.165539401081661	0.314630768348894	0.188306647248335	1.36100377530914	0.394947937589535	0.153417692876078	0.243644570569873
"Lepidopyga_coeruleogularis"	"Lepidopyga_coeruleogularis"	0.24468981861873	0.10504859357557	0.166172285804147	0.29610643689695	0.139626148451063	1.35063693563108	0.378795149875487	0.151609857824638	0.431907948395051
"Hylocharis_grayi"	"Hylocharis_grayi"	0.245438737312824	0.104013718991167	0.163784163371236	0.295190240189696	0.137153164352342	1.3945153561633	0.371318407150884	0.154658542181951	0.758024582626497
"Amazilia_chionopectus"	"Amazilia_chionopectus"	0.246386438525708	0.104353641342897	0.164050394807339	0.292485916339013	0.134999347921391	1.37017488111486	0.379677384642721	0.149861986266428	1.90707683080965
"Amazilia_leucogaster"	"Amazilia_leucogaster"	0.246539096600976	0.104063639374051	0.164931744028769	0.293277441005179	0.135957727489308	1.37080946748459	0.376846131257318	0.149850140438678	1.43519686963325
"Leucochloris_albicollis"	"Leucochloris_albicollis"	0.242820314569616	0.107683356954038	0.180390969557886	0.301691285703064	0.18975923991913	0.148018263951869	0.263605481028928	0.156075696319268	0.18144833546273
"Amazilia_lactea"	"Amazilia_lactea"	0.24385978101435	0.106054292171203	0.210885761368828	0.313681624956173	0.340528770250729	0.127488026982277	0.247388678967699	0.170328470249341	0.178119126230577
"Amazilia_fimbriata"	"Amazilia_fimbriata"	0.24383959014489	0.107321980081447	0.210365488777251	0.310920052981967	0.337097953112751	0.127178198903313	0.245678452953336	0.165079912496134	0.176214321416591
"Hylocharis_chrysura"	"Hylocharis_chrysura"	0.242807151992409	0.109415578058939	0.209557217236832	0.308401560773148	0.32199860546404	0.136157570757399	0.248273669880765	0.174402074574555	0.181614321946689
"Hylocharis_sapphirina"	"Hylocharis_sapphirina"	0.243132754266298	0.107732362082537	0.212503525960449	0.307819895821227	0.327981059916207	0.140898141030367	0.248471167203783	0.159663686810859	0.180848156320947
"Amazilia_chionogaster"	"Amazilia_chionogaster"	0.242854218803075	0.144028512665754	0.425419840552817	0.308177329428368	1.77605855777115	0.143063759475053	0.250587246950701	0.156594276937585	0.179413477445957
"Amazilia_rosenbergi"	"Amazilia_rosenbergi"	0.243082498255349	0.106223370985746	0.166952607911617	0.299927301631489	0.140011012017928	0.13224638424036	0.251083793843489	0.16936792350139	0.180312085826704
"Amazilia_amabilis"	"Amazilia_amabilis"	0.243622268436527	0.105723582135486	0.165181572265597	0.299959294371135	0.139575991625203	0.127765456546857	0.247126746185372	0.152787712405146	0.178551837125694
"Amazilia_decora"	"Amazilia_decora"	0.242667119327332	0.104692698478379	0.163803678139349	0.324565730132417	0.145205610729242	0.129130383288079	0.24926792309663	0.158934167439858	0.183632017930612
"Amazilia_candida"	"Amazilia_candida"	0.242512167469377	0.108370269523295	0.223125719639978	0.296948594599262	0.150104657828593	0.410651371700448	0.277699418351226	0.167362053502653	0.186406060933995
"Hylocharis_eliciae"	"Hylocharis_eliciae"	0.243007905790966	0.10814990012801	0.167871875853847	0.402089787519529	0.273685717910391	0.134532059736572	0.265343859900278	0.16165952035525	0.205959314587773
"Hylocharis_cyanus"	"Hylocharis_cyanus"	0.242795764695607	0.111057050473213	0.170134989538175	0.298239372609539	0.144354789096386	0.131673477337448	0.284312540459385	0.173865516744469	0.181538020157496
"Damophila_julie"	"Damophila_julie"	0.243203464768814	0.104944925244872	0.168144929708971	0.29322664395279	0.139098371851561	0.134103476000854	0.28016493570257	0.183237418113822	0.177642360044817
"Chlorostilbon_notatus"	"Chlorostilbon_notatus"	0.242741512828148	0.105278284244464	0.168532187130572	0.294318509623415	0.142958235061628	0.133043040899334	0.296230891980597	0.15997494671985	0.177241821760166
