"Species"	"Lambda"	"Bri_Beta_males_SS"	"Bri_Beta_females_SS"	"Bri_Beta_males_NS"	"Bri_Beta_females_NS"	"Chr_Beta_males_SS"	"Chr_Beta_females_SS"	"Chr_Beta_males_NS"	"Chr_Beta_females_NS"
"Phaethornis_striigularis"	"Phaethornis_striigularis"	0.152426078520236	0.0748828206991398	0.13893480436373	0.153056772764004	0.130146286585116	0.130247921750584	0.160982045995862	0.136760720049126	0.184187545893854
"Doryfera_johannae"	"Doryfera_johannae"	0.152761285566347	0.109849082060486	0.227961033797617	0.168991235724493	0.150895384946101	0.133272590126146	0.128135022744522	0.158120214490539	0.187363217127531
"Doryfera_ludoviciae"	"Doryfera_ludoviciae"	0.153391979151832	0.110665927872513	0.190847644168729	0.167922138156901	0.14734406866218	0.134861180405648	0.129184781391192	0.157552411781238	0.188509434142067
"Colibri_serrirostris"	"Colibri_serrirostris"	0.152539139958388	0.108799607225884	0.157791268429285	0.16274505245202	0.155081172861057	0.129132806944846	0.108634502381094	0.154329007502493	0.19015053930161
"Colibri_coruscans"	"Colibri_coruscans"	0.152416380162539	0.107099236781199	0.153583623217221	0.162246967097759	0.138377952499417	0.129349933328575	0.10982036691848	0.162965599360621	0.193061474512189
"Colibri_delphinae"	"Colibri_delphinae"	0.152088701074186	0.110286199756753	0.15269034388669	0.176311332487292	0.14503274943288	0.14296057494946	0.125077189005509	0.20192383725629	0.206825053665249
"Colibri_thalassinus"	"Colibri_thalassinus"	0.152447993091416	0.1082244019766	0.153121788194882	0.168428943207844	0.159221612119574	0.127850182770461	0.102431369729729	0.153691514007291	0.189062114456129
"Heliactin_bilophus"	"Heliactin_bilophus"	0.152961368969914	0.127775221759099	0.178678026045475	0.187339524639644	0.174625621793682	0.164018951088622	0.127806633084081	0.178755270854211	0.197361200466574
"Androdon_aequatorialis"	"Androdon_aequatorialis"	0.15212361110955	0.123509492017951	0.175478654423006	0.18367658733709	0.175638041412576	0.155173022169409	0.132645845693229	0.176507030592013	0.207108151338338
"Heliothryx_barroti"	"Heliothryx_barroti"	0.152194212111017	0.147849105487869	0.245577645166941	0.219756975146785	0.1849372886959	0.126233392049123	0.103108127718017	0.145733284315779	0.185212592940023
"Heliothryx_auritus"	"Heliothryx_auritus"	0.153070923546395	0.142176568018097	0.233826111256754	0.22070210615998	0.179398987650478	0.124486422924258	0.100575874485889	0.145266459663989	0.183425628182212
"Polytmus_guainumbi"	"Polytmus_guainumbi"	0.152162471620182	0.118814406116375	0.161857558038484	0.18334590653314	0.179762775778896	0.142852024241475	0.109271046112341	0.157273346280787	0.192055204991393
"Polytmus_theresiae"	"Polytmus_theresiae"	0.152213433655885	0.118736279890074	0.158987592190009	0.170077734071407	0.163870449608931	0.14432331907177	0.120463450248697	0.160445250025549	0.195268934006534
"Avocettula_recurvirostris"	"Avocettula_recurvirostris"	0.152049187056581	0.125024303090908	0.160491576851002	0.180021060229806	0.188244878666887	0.174716591694304	0.128200193094357	0.162426299135374	0.194339987496603
"Chrysolampis_mosquitus"	"Chrysolampis_mosquitus"	0.152006725366625	0.457374925484011	0.151764599234844	0.163342533743216	0.204764462867561	0.502833262055092	0.104492750703209	0.156443378383175	0.19156882758575
"Anthracothorax_nigricollis"	"Anthracothorax_nigricollis"	0.152024003932168	0.128402780924671	0.145316385715863	0.155908710252116	0.356609081667093	0.227178613139775	0.128842766495282	0.143865194821544	0.18133303961438
"Anthracothorax_viridigula"	"Anthracothorax_viridigula"	0.151913640611326	0.136563026659843	0.140651190145242	0.170397034552362	0.89199853272671	0.275026622365756	0.0960935553657479	0.144049033682782	0.179792018619056
"Anthracothorax_prevostii"	"Anthracothorax_prevostii"	0.152188188898116	0.152183253987319	0.142215358918019	0.214762388910392	0.706809823186774	0.342371604007493	0.0981734598313763	0.140413533875377	0.185389369254232
"Eulampis_holosericeus"	"Eulampis_holosericeus"	0.151933183862098	0.125780272382514	0.142366203488601	0.148293993570823	0.258589230126968	0.216104653492269	0.104543502025453	0.151527281766711	0.180314279793379
"Eulampis_jugularis"	"Eulampis_jugularis"	0.152443903716266	0.12606187679587	0.142144138144661	0.147616997017256	0.258509639768228	0.217864729329412	0.100380621176262	0.152700468499571	0.183521990364508
"Haplophaedia_lugens"	"Haplophaedia_lugens"	0.157392236618645	0.110521921331842	0.182696222790592	0.345188019209121	0.20144190711551	0.167957551519324	1.36984417146812	0.160038528528185	0.215408241264247
"Haplophaedia_aureliae"	"Haplophaedia_aureliae"	0.158032042518499	0.111058758133182	0.184302152548136	0.33869804659234	0.204846781494519	0.162100799191714	1.30945786949106	0.157960156173359	0.215573747089167
"Eriocnemis_alinae"	"Eriocnemis_alinae"	0.157393631474786	0.112286848554938	0.189371718956781	0.475564873343267	0.776539247236665	0.143738857662446	0.114166037166629	0.171874655743298	0.196600342200513
"Eriocnemis_luciani"	"Eriocnemis_luciani"	0.156914391818303	0.107590190975558	0.184880046181789	0.474615292105951	0.803892141068287	0.135676521807293	0.101766117962921	0.161339645603322	0.180620662205311
"Eriocnemis_derbyi"	"Eriocnemis_derbyi"	0.156845844798977	0.108492083209067	0.183341768234356	0.566730317864442	1.01784650056901	0.141321088469702	0.0967312683899993	0.161109057846315	0.179989243743805
"Eriocnemis_cupreoventris"	"Eriocnemis_cupreoventris"	0.156370893760454	0.109867713197323	0.182200290499232	0.491851592837696	0.835408082533521	0.161975163891307	0.100305858887805	0.158381557137922	0.183996118278801
"Eriocnemis_mosquera"	"Eriocnemis_mosquera"	0.156951161553819	0.12916905705691	0.992468095198972	1.03920725881852	0.775600116306875	0.13181177442421	0.0978562126705984	1.21513606067799	0.181183291788423
"Eriocnemis_vestita"	"Eriocnemis_vestita"	0.156518040826321	0.115246653369571	1.02502832503462	1.72886624116501	0.81592343734782	0.126685654292043	0.092919851211855	2.2988428435089	0.178011468685268
"Eriocnemis_nigrivestis"	"Eriocnemis_nigrivestis"	0.157139115166338	0.115634861167988	1.02392757113511	1.62405974388149	0.794237570360306	0.130133566416893	0.0916465506650412	2.56695904584683	0.178729609499751
"Lafresnaya_lafresnayi"	"Lafresnaya_lafresnayi"	0.157910868513205	0.11929857264075	0.190627232513262	0.168086675356271	0.161510100316681	0.153037757075194	0.115405565638352	0.177401519823218	0.195878277271728
"Aglaeactis_cupripennis"	"Aglaeactis_cupripennis"	0.159432685608379	0.116761026200165	0.191554428801803	0.153254503600139	0.180549360002072	0.286140408385047	0.118777174998048	0.404330168133721	0.191700800684176
"Ensifera_ensifera"	"Ensifera_ensifera"	0.15783263914426	0.120526874752603	0.203972287140383	0.16826992664771	0.155546282150643	0.169874571566502	0.118230406685276	0.162189262057959	0.196744941653266
"Pterophanes_cyanopterus"	"Pterophanes_cyanopterus"	0.156850967526691	0.119426276452952	0.201441364187841	0.181316063682328	0.164138009330197	0.147239719477216	0.154204703428446	0.174263246427618	0.191419460757265
"Boissonneaua_jardini"	"Boissonneaua_jardini"	0.15694403948918	0.117825138054783	0.43118001617554	0.66285666459835	0.151026309483909	0.145716648433521	0.099754886961025	0.165871359468109	0.184959182168269
"Boissonneaua_matthewsii"	"Boissonneaua_matthewsii"	0.156900599553227	0.111227991502066	0.347764788278657	0.243324005315028	0.146029142532363	0.135549232274475	0.100982846146924	0.153143633314259	0.178996910358091
"Boissonneaua_flavescens"	"Boissonneaua_flavescens"	0.157411093066193	0.110363666388042	0.340910597323482	0.242776695440227	0.141235473911167	0.130818490925063	0.101341832376151	0.150933004191067	0.180129893665163
"Ocreatus_underwoodii"	"Ocreatus_underwoodii"	0.157997165738528	0.112940997517155	0.555265156081398	0.171350704156617	0.1957492209763	0.142175684902761	0.472799301199369	0.167240393186839	0.195275552070406
"Urosticte_benjamini"	"Urosticte_benjamini"	0.160885252656876	0.106871868033126	1.89777008222121	0.153740860322632	0.190209250680067	0.127621378670625	2.10003680572899	0.167464420234853	0.180543452873924
"Urosticte_ruficrissa"	"Urosticte_ruficrissa"	0.161248926175839	0.107077670208492	1.8969412018942	0.154039481814993	0.183886585017081	0.12730277213905	2.10805009440533	0.170071257937323	0.181250019621912
"Urochroa_bougueri"	"Urochroa_bougueri"	0.157187134733404	0.123906731857425	0.190859100041373	0.174448999132016	0.161088830593841	0.151333687095266	0.122739902704841	0.17738492519004	0.210210970889012
"Heliodoxa_schreibersii"	"Heliodoxa_schreibersii"	0.15688274016783	0.117005539578394	0.246558955424107	0.174151924072123	0.171811875455092	0.153645775666331	0.151058183067421	0.167451831200424	0.192972904555545
"Heliodoxa_xanthogonys"	"Heliodoxa_xanthogonys"	0.156973655908069	0.110441428705566	0.186989018349182	0.160789195375684	0.148386829625158	0.138580806317345	0.105834482554605	0.168780193061632	0.18870816583067
"Heliodoxa_gularis"	"Heliodoxa_gularis"	0.157126005238086	0.111712378777757	0.189557073512967	0.161143199320864	0.145014197342192	0.143166574039233	0.111492173979207	0.161933176234381	0.190660443552198
"Clytolaema_rubricauda"	"Clytolaema_rubricauda"	0.157282417960887	0.16766627174639	0.192492088202725	0.175659762757018	0.150582382147254	0.142765646539201	0.103863207307743	0.16649986650993	0.196819669050017
"Heliodoxa_aurescens"	"Heliodoxa_aurescens"	0.156497991303024	0.121536687418761	0.195495802501945	0.158051179431668	0.150376558029942	0.147071036232039	0.114018238981954	0.170372535827102	0.198939570311997
"Heliodoxa_imperatrix"	"Heliodoxa_imperatrix"	0.156379891936448	0.108378802164134	0.2636113260827	0.154096533372781	0.152441009359988	0.140045000352487	0.109608481529463	0.158158783161058	0.185780431382013
"Heliodoxa_rubinoides"	"Heliodoxa_rubinoides"	0.156396473777953	0.109003848991514	0.762374582038958	0.162909684322844	0.145279690935272	0.140772114946051	0.100553729343428	0.153840224832518	0.195776629389308
"Heliodoxa_leadbeateri"	"Heliodoxa_leadbeateri"	0.156339755630162	0.111699263653233	0.221833326678755	0.162251724325127	0.142260367768806	0.176615873515079	0.119914858471627	0.15031083260418	0.179581221215287
"Heliodoxa_jacula"	"Heliodoxa_jacula"	0.156655992939731	0.109813509015459	0.218175956767245	0.148904022969207	0.146379892183961	0.146231961838762	0.10981940899081	0.150044488368072	0.180202041234544
"Coeligena_prunellei"	"Coeligena_prunellei"	0.156343198238055	0.112817133126955	0.176486930755748	0.172827548610481	0.335067540380898	0.137394521304061	0.111454075878905	0.352931340909086	0.238372639541474
"Coeligena_wilsoni"	"Coeligena_wilsoni"	0.156505621470236	0.11118688752934	0.196852146772023	0.170077453424685	0.292051519769417	0.137158578965489	0.10861761269877	0.355703134843282	0.236213379980084
"Coeligena_coeligena"	"Coeligena_coeligena"	0.156736496857839	0.110755442211096	0.179019955890979	0.162999120208976	0.276305565257761	0.139198086708926	0.115438999752785	0.348391145337345	0.229371054401281
"Coeligena_inca"	"Coeligena_inca"	0.157528565596565	0.151348644728431	0.254478307460986	0.360482182390648	1.23262437458865	0.151579252250038	0.201864845184168	2.30688924473836	0.928107345442071
"Coeligena_torquata"	"Coeligena_torquata"	0.156861273082837	0.138014199833545	0.272628445493518	0.352800070376179	1.12579012503049	0.143042867852973	0.199560424838834	2.04971215899827	0.878250859104362
"Coeligena_violifer"	"Coeligena_violifer"	0.157229949561472	0.115378862361507	0.186389911013889	0.378132763136338	0.948197927480849	0.136858400778093	0.392053868252648	1.65428084757587	0.947719612614557
"Coeligena_iris"	"Coeligena_iris"	0.157776380503793	0.114335673567431	0.179907075499369	0.531398037559597	1.06853298730223	0.133814057969001	0.84991972020754	1.9165322464299	1.47230388535689
"Coeligena_phalerata"	"Coeligena_phalerata"	0.159000256486417	0.111614393410087	0.196657246303921	0.710140702018248	1.20595772876339	0.131118887064122	0.882527159897315	2.1681607904435	1.86209189838396
"Coeligena_bonapartei"	"Coeligena_bonapartei"	0.162337424099483	0.110246746346249	0.178843251522609	1.35146869637941	1.96864531439756	0.127566032102748	1.06879463445482	3.4683223286917	4.06970653060746
"Coeligena_helianthea"	"Coeligena_helianthea"	0.162337424099483	0.110782730614859	0.179039295668533	1.35226028180789	1.95711266809212	0.127869936195713	1.0721696214617	3.46857107649581	4.07009420558516
"Coeligena_lutetiae"	"Coeligena_lutetiae"	0.162091201056883	0.112325873617773	0.177165121509306	1.37258875828808	1.62952048863466	0.128341637789657	1.0353590096603	3.44581044640594	4.06633507279529
"Coeligena_orina"	"Coeligena_orina"	0.162091201056883	0.112647353579725	0.178441947274927	1.3572763384253	1.62903639201219	0.135321539368707	1.03226502283817	3.44470089973836	4.06655525118128
"Lophornis_chalybeus"	"Lophornis_chalybeus"	0.157643976933615	0.117840531875317	0.178051229832476	0.150012903687058	0.137010023928272	0.133297001882435	0.119403448548516	0.152887874788557	0.18133309812772
"Lophornis_delattrei"	"Lophornis_delattrei"	0.157135856473839	0.117440880094994	0.179621328847653	0.148892617110753	0.139557949906283	0.139371179389	0.12099808141428	0.153318542315751	0.182152757223028
"Discosura_longicaudus"	"Discosura_longicaudus"	0.156866007306544	0.143230487859004	0.190170902144565	0.155463244900594	0.15699639148125	0.137321490102058	0.305791731732815	0.162457503850375	0.187024051783184
"Discosura_conversii"	"Discosura_conversii"	0.156995550829302	0.195691674037367	0.195062390958366	0.18713110648087	0.136670202817313	0.133101863601811	0.653946241627683	0.152524707546307	0.191628335917491
"Discosura_langsdorffi"	"Discosura_langsdorffi"	0.157200292837898	0.409452122928085	0.252387758483743	0.156341559685979	0.130048587852229	0.125276569917174	1.54326123865928	0.14842082788685	0.216487712472179
"Discosura_popelairii"	"Discosura_popelairii"	0.157200292837898	0.414321023039152	0.241749906493279	0.155653113217688	0.1295633606305	0.124648355405357	1.4375423463786	0.149769058217293	0.212302520678046
"Sephanoides_fernandensis"	"Sephanoides_fernandensis"	0.1567238258714	0.121045601999826	0.178531508192335	0.168891600957632	0.141993996287751	0.130277030807619	0.112385115370148	0.155940157021858	0.185458522260812
"Sephanoides_sephanoides"	"Sephanoides_sephanoides"	0.156758875035041	0.117812892937302	0.176500349982563	0.163908242066301	0.14251348409882	0.133598013334016	0.11038382904199	0.152860604366908	0.185078176574903
"Heliangelus_strophianus"	"Heliangelus_strophianus"	0.156603761820557	0.147241966448666	0.194754117760479	0.158954743365953	0.154024868428019	0.150744806879641	1.01871307616285	0.152000155250152	0.182791055362161
"Heliangelus_viola"	"Heliangelus_viola"	0.156466529977758	0.14649241627104	0.185335665885021	0.151491172520279	0.153945559054413	0.157588855442091	1.47664093862145	0.168345204436661	0.183757919672506
"Heliangelus_exortis"	"Heliangelus_exortis"	0.157645799548715	0.146123314206125	0.192469548944205	0.155230084813694	0.189400654349827	0.288751125718978	1.76857584197006	0.149927686897311	0.181956328785921
"Heliangelus_micraster"	"Heliangelus_micraster"	0.157688198296201	0.146843173560742	0.195156376753538	0.155350247474	0.198305896278532	0.376860973057947	1.77814770887891	0.147039119366765	0.180512306668382
"Adelomyia_melanogenys"	"Adelomyia_melanogenys"	0.157217648496946	0.134572040498769	0.196937500052708	0.169721489386327	0.166552826971895	0.176813066625794	0.121183608729377	0.187522745298703	0.192551076309802
"Aglaiocercus_coelestis"	"Aglaiocercus_coelestis"	0.156609860953605	0.126931490847963	0.219993262738279	0.156233999552527	0.141589877796795	0.139452615761678	0.116597944668052	0.174973976736571	0.18375890536347
"Aglaiocercus_kingii"	"Aglaiocercus_kingii"	0.156519128321414	0.125229627996732	0.205168443873881	0.155000250146247	0.141255532989005	0.142254227923514	0.117598909672092	0.176609593623846	0.182754196233768
"Sappho_sparganurus"	"Sappho_sparganurus"	0.157247554187452	0.132211867287137	0.186272451846107	0.167564976625492	0.180265060839771	0.151227760763941	0.117119589417558	0.223854377695967	0.185190344721445
"Ramphomicron_microrhynchum"	"Ramphomicron_microrhynchum"	0.156736269426082	0.132151528504929	0.195706987366169	0.157955312871897	0.172435247789317	0.147817363408292	0.139841997585159	0.23557672147039	0.183924627094988
"Lesbia_victoriae"	"Lesbia_victoriae"	0.156699629540988	0.128765496586443	0.266518679811301	0.16517440146177	0.210719959089092	0.146667128792167	0.129531754059389	0.270503765740116	0.182505774980083
"Lesbia_nuna"	"Lesbia_nuna"	0.157529484370598	0.129513048675888	0.203976751667043	0.173072823293949	0.159177398452065	0.150354641648885	0.128289007265227	0.412106433813929	0.185475603425435
"Oreotrochilus_chimborazo"	"Oreotrochilus_chimborazo"	0.169963423153986	0.61149403757404	0.184806156614079	0.158538574060933	0.156705225781174	0.254369893851624	0.153152218803872	0.246900482161232	0.224307128256044
"Opisthoprora_euryptera"	"Opisthoprora_euryptera"	0.157009778988955	0.165987867422691	0.17873153736442	0.165800423610258	0.148115276855346	0.336178774985442	0.115795476980371	0.257014773198378	0.188801104542796
"Chalcostigma_herrani"	"Chalcostigma_herrani"	0.156716058958955	0.152661042341783	0.191129528172537	0.154567701647052	0.151056353646772	0.583109205845147	0.123869496438347	0.312182134608524	0.191600883363119
"Oxypogon_guerinii"	"Oxypogon_guerinii"	0.156667200486404	0.154170835567505	0.269586715738727	0.151439752493631	0.1523957885742	0.494139945250097	0.121017099111638	0.307731346712389	0.192645307284616
"Chalcostigma_stanleyi"	"Chalcostigma_stanleyi"	0.156634786794042	0.154391352920112	0.220156172893441	0.16097038137121	0.156582708550556	0.497546296232813	0.118740203492649	0.329885675033991	0.197535357788028
"Metallura_phoebe"	"Metallura_phoebe"	0.156675973452627	0.200220934477853	0.173837768768487	0.1778371097083	0.221699904220855	1.11203993347298	0.362338865148236	0.700550921918589	0.28907485312381
"Metallura_tyrianthina"	"Metallura_tyrianthina"	0.157109781108817	0.206675323445564	0.172645074913272	0.161497708180614	0.233943702477281	1.15099478215829	0.39935217923538	0.793049336096058	0.210208714562051
"Metallura_odomae"	"Metallura_odomae"	0.175537361763649	0.462452330545847	0.167978881946163	0.147328463891112	0.26258384570304	1.78313776130461	0.667963035287866	1.62213238695789	0.195722443043896
"Metallura_williami"	"Metallura_williami"	0.175475656300127	0.461684443392091	0.167634330251911	0.148029085784618	0.261194420291919	1.87779796264711	0.640751258466784	1.63821358434397	0.195037816160883
"Patagona_gigas"	"Patagona_gigas"	0.182848834846451	0.123575276464998	0.193438989414095	0.22085682308153	0.16656558096278	0.167012059563959	0.134587095608747	0.191041762253623	0.208795639763131
"Lamprolaima_rhami"	"Lamprolaima_rhami"	0.198116586142617	0.117364436584964	0.191162650586069	0.185079925447223	0.237085542184032	0.143729425193685	0.171809318620626	0.171780916998288	0.196523213769692
"Eugenes_fulgens"	"Eugenes_fulgens"	0.197647821306595	0.128460077592163	0.191956039521617	0.170322728702352	0.23213004792581	0.160450447217083	0.160470178767139	0.169833256324045	0.194963425824302
"Panterpe_insignis"	"Panterpe_insignis"	0.197522812345092	0.118810193006462	0.590018401366705	0.167028406537924	0.258979218851143	0.152071391875517	1.36865112261393	0.169874984078924	0.212005409766514
"Heliomaster_constantii"	"Heliomaster_constantii"	0.197429897853401	0.119752657840557	0.188485311611406	0.17224719981756	0.711017386418677	0.132656436395767	0.169644638106098	0.167371761677819	0.192300149397153
"Heliomaster_longirostris"	"Heliomaster_longirostris"	0.19751940258887	0.111179966319856	0.194054311265857	0.170840502921195	0.511806059305884	0.132556842766773	0.304719671324365	0.164466801410692	0.184839456486918
"Heliomaster_squamosus"	"Heliomaster_squamosus"	0.197450521074068	0.115285878220226	0.201307005256146	0.221117394874061	0.552453972761038	0.12906844569367	0.175694455221975	0.155916749501788	0.187760018680786
"Heliomaster_furcifer"	"Heliomaster_furcifer"	0.197583487095	0.114478968235103	0.193335133841721	0.227781283226554	0.532304746932942	0.129239010357496	0.181167327536985	0.160391830004986	0.183244115906823
"Lampornis_hemileucus"	"Lampornis_hemileucus"	0.197889527976986	0.124985175827603	0.213559379436075	0.200951097549717	0.24694817372609	0.154451710907944	0.150874391606502	0.189518247206497	0.194161594267303
"Lampornis_clemenciae"	"Lampornis_clemenciae"	0.197403554751091	0.113896605105578	0.302508243189957	0.36822466223966	0.419209470293365	0.281256368073702	0.191529627242163	0.411766784856137	0.234151473540862
"Lampornis_amethystinus"	"Lampornis_amethystinus"	0.197835497452524	0.109721393100826	0.363513084320394	0.45501564204275	0.548311408185863	0.429309926832246	0.201502119300406	0.519166253088464	0.247474597585403
"Lampornis_viridipallens"	"Lampornis_viridipallens"	0.198417000481761	0.110091324854034	0.598397235396718	0.714265011947431	1.04532111467625	1.01389431314387	0.285709668648613	0.901505323015388	0.333000295689163
"Lampornis_cinereicauda"	"Lampornis_cinereicauda"	0.230527320462235	0.106006813900529	1.6147040613249	2.10767942183767	3.06043852875564	6.67583303750913	0.602851942906759	2.56634026005267	0.680653349971441
"Lampornis_calolaemus"	"Lampornis_calolaemus"	0.230527320462235	0.10565390430418	1.64453395426726	2.12651722088383	3.12120680168977	6.87556606460841	0.607110983145568	2.59530554572739	0.687876368128932
"Lampornis_castaneoventris"	"Lampornis_castaneoventris"	0.230527320462235	0.106030757045232	1.64186702037614	2.1270636876427	3.11899665809504	6.87556606460841	0.604182176604188	2.60886721556865	0.684036699605819
